instance,variant,kappa1,rows,basic_structural,basic_slack,singular,mip_obj,mip_gap,note
instance059.txt,SA-Aug,205504844722.84344,10080,3860,6220,0,35169677.21919154,5.248582263231138e-05,
instance059.txt,Flat-Aug,9075171652.572636,10080,3860,6220,0,35169677.21919154,5.248582263231138e-05,
instance059.txt,SA-Mat,196600728696.01453,10080,3860,6220,0,35169677.21919154,5.248582263231138e-05,
instance059.txt,Flat-Mat,4210489638.8349514,10080,3860,6220,0,35169677.21919154,5.248582263231138e-05,
instance059.txt,Ruiz,604398446369.0824,10080,3860,6220,0,35169677.21919154,5.248582263231138e-05,
instance060.txt,Base,669910800262.6323,10080,3825,6255,0,25959453.27777373,0.0008959863273217357,
instance060.txt,SA-Aug,872654684534.6035,10080,3825,6255,0,25959453.27777373,0.0008959863273217357,
instance060.txt,Flat-Aug,8760174777.589918,10080,3825,6255,0,25959453.27777373,0.0008959863273217357,
instance060.txt,SA-Mat,199440022908.55988,10080,3825,6255,0,25959453.27777373,0.0008959863273217357,
instance060.txt,Flat-Mat,4270253363.903557,10080,3825,6255,0,25959453.27777373,0.0008959863273217357,
instance060.txt,Ruiz,723488357078.4766,10080,3825,6255,0,25959453.27777373,0.0008959863273217357,
instance062.txt,Base,247032125822.1949,10080,3233,6847,0,30849756.051631965,0.0007280030738747391,
instance062.txt,SA-Aug,160571158629.13556,10080,3233,6847,0,30849756.051631965,0.0007280030738747391,
instance062.txt,Flat-Aug,8376542340.170824,10080,3233,6847,0,30849756.051631965,0.0007280030738747391,
instance062.txt,SA-Mat,69630760136.709,10080,3233,6847,0,30849756.051631965,0.0007280030738747391,
instance062.txt,Flat-Mat,1492032943.6975343,10080,3233,6847,0,30849756.051631965,0.0007280030738747391,
instance062.txt,Ruiz,384599332222.75214,10080,3233,6847,0,30849756.051631965,0.0007280030738747391,
instance067.txt,Base,370512579381.0783,10080,3014,7066,0,935515.9814088931,0.0,
instance067.txt,SA-Aug,240843358836.40085,10080,3014,7066,0,935515.9814088931,0.0,
instance067.txt,Flat-Aug,11120816709.286129,10080,3014,7066,0,935515.9814088931,0.0,
