instance,variant,kappa1,rows,basic_structural,basic_slack,singular,mip_obj,mip_gap,note
caso21c.txt,Ruiz,3736179158206.4067,14400,7004,7396,0,-274313781.7359463,6.447288571472917e-05,
caso21d.txt,Base,370878786067445.0,14400,6704,7696,0,-235135781.53797975,0.0008412381784143351,
caso21d.txt,SA-Aug,863070549588.187,14400,6704,7696,0,-235135781.53797975,0.0008412381784143351,
caso21d.txt,Flat-Aug,3976460019050.3267,14400,6704,7696,0,-235135781.53797975,0.0008412381784143351,
caso21d.txt,SA-Mat,609614484366.7725,14400,6704,7696,0,-235135781.53797975,0.0008412381784143351,
caso21d.txt,Flat-Mat,609614484366.7725,14400,6704,7696,0,-235135781.53797975,0.0008412381784143351,
caso21d.txt,Ruiz,3532433481774.8,14400,6704,7696,0,-235135781.53797975,0.0008412381784143351,
caso21e.txt,Base,7240648030815713.0,14400,7179,7221,0,-250254186.45681334,0.0008818376031919185,
caso21e.txt,SA-Aug,11551476931320.906,14400,7179,7221,0,-250254186.45681334,0.0008818376031919185,
caso21e.txt,Flat-Aug,22022726073315.44,14400,7179,7221,0,-250254186.45681334,0.0008818376031919185,
caso21e.txt,SA-Mat,2163296016904.655,14400,7179,7221,0,-250254186.45681334,0.0008818376031919185,
caso21e.txt,Flat-Mat,2163296016904.655,14400,7179,7221,0,-250254186.45681334,0.0008818376031919185,
caso21e.txt,Ruiz,4176538411320.004,14400,7179,7221,0,-250254186.45681334,0.0008818376031919185,
caso21f.txt,Base,851764151561548.9,14400,6852,7548,0,-242208829.93429488,0.0009503662955168279,
caso21f.txt,SA-Aug,1412716343144.0923,14400,6852,7548,0,-242208829.93429488,0.0009503662955168279,
caso21f.txt,Flat-Aug,9215692590085.244,14400,6852,7548,0,-242208829.93429488,0.0009503662955168279,
caso21f.txt,SA-Mat,1412818586630.2131,14400,6852,7548,0,-242208829.93429488,0.0009503662955168279,
caso21f.txt,Flat-Mat,1412818586630.2131,14400,6852,7548,0,-242208829.93429488,0.0009503662955168279,
caso21f.txt,Ruiz,3736179158206.4067,14400,6852,7548,0,-242208829.93429488,0.0009503662955168279,
caso22a.txt,Base,705651398689738.9,14400,6370,8030,0,-246378985.0211728,6.00599118796607e-05,
caso22a.txt,SA-Aug,1161783998728.1963,14400,6370,8030,0,-246378985.0211728,6.00599118796607e-05,
caso22a.txt,Flat-Aug,7838149072066.754,14400,6370,8030,0,-246378985.0211728,6.00599118796607e-05,
caso22a.txt,SA-Mat,1161869239980.787,14400,6370,8030,0,-246378985.0211728,6.00599118796607e-05,
caso22a.txt,Flat-Mat,1161869239980.787,14400,6370,8030,0,-246378985.0211728,6.00599118796607e-05,
caso22a.txt,Ruiz,3549516154196.68,14400,6370,8030,0,-246378985.0211728,6.00599118796607e-05,
caso22b.txt,Base,8680243400026319.0,14400,7207,7193,0,-261568875.8475778,0.00013771717832296605,
caso22b.txt,SA-Aug,5461124823972.425,14400,7207,7193,0,-261568875.8475778,0.00013771717832296605,
caso22b.txt,Flat-Aug,11645249380579.63,14400,7207,7193,0,-261568875.8475778,0.00013771717832296605,
caso22b.txt,SA-Mat,4713024668635.79,14400,7207,7193,0,-261568875.8475778,0.00013771717832296605,
caso22b.txt,Flat-Mat,4713024668635.79,14400,7207,7193,0,-261568875.8475778,0.00013771717832296605,
caso22b.txt,Ruiz,3549516154196.6816,14400,7207,7193,0,-261568875.8475778,0.00013771717832296605,
caso22c.txt,Base,862938334534716.0,14400,6642,7758,0,-253696545.72647,5.7810105359295877e-05,
caso22c.txt,SA-Aug,3884602121513.3086,14400,6642,7758,0,-253696545.72647,5.7810105359295877e-05,
caso22c.txt,Flat-Aug,9042020723739.094,14400,6642,7758,0,-253696545.72647,5.7810105359295877e-05,
caso22c.txt,SA-Mat,3884881049535.6997,14400,6642,7758,0,-253696545.72647,5.7810105359295877e-05,
caso22c.txt,Flat-Mat,3884881049535.6997,14400,6642,7758,0,-253696545.72647,5.7810105359295877e-05,
caso22c.txt,Ruiz,3549516154196.682,14400,6642,7758,0,-253696545.72647,5.7810105359295877e-05,
caso22d.txt,Base,245028758231144.8,14400,6479,7921,0,-219048015.47388208,0.0009560712913757602,
caso22d.txt,SA-Aug,827172291546.3323,14400,6479,7921,0,-219048015.47388208,0.0009560712913757602,
caso22d.txt,Flat-Aug,4135596970642.531,14400,6479,7921,0,-219048015.47388208,0.0009560712913757602,
caso22d.txt,SA-Mat,408923724858.07874,14400,6479,7921,0,-219048015.47388208,0.0009560712913757602,
caso22d.txt,Flat-Mat,408923724858.07874,14400,6479,7921,0,-219048015.47388208,0.0009560712913757602,
caso22d.txt,Ruiz,3549516154196.68,14400,6479,7921,0,-219048015.47388208,0.0009560712913757602,
caso22e.txt,Base,8981059983088621.0,14400,7173,7227,0,-233583361.8411442,0.0009699861679001104,
caso22e.txt,SA-Aug,5528800387116.82,14400,7173,7227,0,-233583361.8411442,0.0009699861679001104,
caso22e.txt,Flat-Aug,8343432679056.288,14400,7173,7227,0,-233583361.8411442,0.0009699861679001104,
caso22e.txt,SA-Mat,2192023365725.277,14400,7173,7227,0,-233583361.8411442,0.0009699861679001104,
caso22e.txt,Flat-Mat,2192023365725.277,14400,7173,7227,0,-233583361.8411442,0.0009699861679001104,
caso22e.txt,Ruiz,3549516154196.6816,14400,7173,7227,0,-233583361.8411442,0.0009699861679001104,
caso22f.txt,Base,707419085299859.5,14400,6616,7784,0,-225635349.89973724,0.0009835055501784882,
caso22f.txt,SA-Aug,1100911130181.8938,14400,6616,7784,0,-225635349.89973724,0.0009835055501784882,
caso22f.txt,Flat-Aug,7233423453864.522,14400,6616,7784,0,-225635349.89973724,0.0009835055501784882,
caso22f.txt,SA-Mat,1100992508130.0247,14400,6616,7784,0,-225635349.89973724,0.0009835055501784882,
caso22f.txt,Flat-Mat,1100992508130.0247,14400,6616,7784,0,-225635349.89973724,0.0009835055501784882,
caso22f.txt,Ruiz,3549516154196.6816,14400,6616,7784,0,-225635349.89973724,0.0009835055501784882,
caso23a.txt,Base,493546132909486.94,14400,6430,7970,0,-272265302.92201775,7.153837305728267e-06,
caso23a.txt,SA-Aug,801647931941.9622,14400,6430,7970,0,-272265302.92201775,7.153837305728267e-06,
caso23a.txt,Flat-Aug,5041779576889.852,14400,6430,7970,0,-272265302.92201775,7.153837305728267e-06,
caso23a.txt,SA-Mat,728319000341.5289,14400,6430,7970,0,-272265302.92201775,7.153837305728267e-06,
caso23a.txt,Flat-Mat,728319000341.5289,14400,6430,7970,0,-272265302.92201775,7.153837305728267e-06,
caso23a.txt,Ruiz,3559980975991.9307,14400,6430,7970,0,-272265302.92201775,7.153837305728267e-06,
caso23b.txt,Base,5924226178232494.0,14400,7203,7197,0,-286253133.9742042,2.9658430799048198e-05,
caso23b.txt,SA-Aug,3317577985596.183,14400,7203,7197,0,-286253133.9742042,2.9658430799048198e-05,
caso23b.txt,Flat-Aug,4915330591345.049,14400,7203,7197,0,-286253133.9742042,2.9658430799048198e-05,
caso23b.txt,SA-Mat,1429351947928.4426,14400,7203,7197,0,-286253133.9742042,2.9658430799048198e-05,
caso23b.txt,Flat-Mat,1429351947928.4426,14400,7203,7197,0,-286253133.9742042,2.9658430799048198e-05,
caso23b.txt,Ruiz,3559980975991.9307,14400,7203,7197,0,-286253133.9742042,2.9658430799048198e-05,
caso23c.txt,Base,812579496385989.2,14400,6774,7626,0,-278858708.84947646,1.0230723099083293e-05,
caso23c.txt,SA-Aug,1210171542441.4817,14400,6774,7626,0,-278858708.84947646,1.0230723099083293e-05,
caso23c.txt,Flat-Aug,8395254511945.363,14400,6774,7626,0,-278858708.84947646,1.0230723099083293e-05,
caso23c.txt,SA-Mat,1210260485727.9353,14400,6774,7626,0,-278858708.84947646,1.0230723099083293e-05,
caso23c.txt,Flat-Mat,1210260485727.9353,14400,6774,7626,0,-278858708.84947646,1.0230723099083293e-05,
caso23c.txt,Ruiz,3559980975991.9307,14400,6774,7626,0,-278858708.84947646,1.0230723099083293e-05,
caso23d.txt,Base,647118184400555.1,14400,6601,7799,0,-235049010.64952683,8.675937875058396e-05,
caso23d.txt,SA-Aug,1333682603327.582,14400,6601,7799,0,-235049010.64952683,8.675937875058396e-05,
caso23d.txt,Flat-Aug,4310826605374.943,14400,6601,7799,0,-235049010.64952683,8.675937875058396e-05,
caso23d.txt,SA-Mat,753360200530.5023,14400,6601,7799,0,-235049010.64952683,8.675937875058396e-05,
caso23d.txt,Flat-Mat,753360200530.5023,14400,6601,7799,0,-235049010.64952683,8.675937875058396e-05,
