class,instance,kernel,reps_sa,reps_flat,median_sa_s,median_flat_s,median_diff_s,min_sa_s,min_flat_s,cv_sa,cv_flat,rel_iqr_sa,rel_iqr_flat,meta_sa_s,meta_flat_s,diag_sa_s,diag_flat_s,apply_sa_s,apply_flat_s,cached_sa_s,cached_flat_s
Simple,caso14e.txt,Augmented,20,20,0.048757,0.008342,0.040415,0.048371,0.008187,0.0163,0.0132,0.0069,0.0208,0.039947,0.000193,0.004359,0.004140,0.004400,0.003950,0.008772,0.008097
Simple,caso14e.txt,Matrix-only,20,20,0.049882,0.008334,0.041548,0.049462,0.008187,0.0042,0.0112,0.0059,0.0121,0.039966,0.000193,0.004275,0.004158,0.005633,0.003928,0.009879,0.008088
Simple,caso14f.txt,Augmented,20,20,0.048971,0.008364,0.040608,0.048386,0.008141,0.1124,0.2297,0.0092,0.0389,0.040175,0.000193,0.004360,0.004155,0.004418,0.003958,0.008761,0.008115
Simple,caso14f.txt,Matrix-only,20,20,0.049520,0.008076,0.041443,0.049157,0.007923,0.0065,0.0123,0.0077,0.0138,0.039781,0.000194,0.004106,0.003913,0.005598,0.003901,0.009725,0.007818
Simple,caso19a.txt,Augmented,20,20,0.048780,0.008341,0.040440,0.048303,0.008184,0.0043,0.0117,0.0062,0.0126,0.039865,0.000193,0.004337,0.004158,0.004429,0.003933,0.008755,0.008092
Simple,caso19a.txt,Matrix-only,20,20,0.049913,0.008345,0.041567,0.049608,0.008187,0.0065,0.0133,0.0076,0.0182,0.039922,0.000192,0.004280,0.004142,0.005629,0.003925,0.009918,0.008096
Simple,caso19b.txt,Augmented,20,20,0.048817,0.008370,0.040447,0.048298,0.008190,0.0041,0.0178,0.0051,0.0200,0.039946,0.000193,0.004353,0.004188,0.004400,0.003934,0.008773,0.008114
Simple,caso19b.txt,Matrix-only,20,20,0.049953,0.008378,0.041574,0.049598,0.008257,0.0041,0.0319,0.0050,0.0151,0.039947,0.000193,0.004306,0.004192,0.005638,0.003932,0.009976,0.008124
Simple,caso19c.txt,Augmented,20,20,0.048840,0.008350,0.040490,0.048543,0.008218,0.0032,0.0129,0.0050,0.0133,0.039911,0.000193,0.004347,0.004170,0.004414,0.003938,0.008782,0.008101
Simple,caso19c.txt,Matrix-only,20,20,0.049975,0.008320,0.041654,0.049682,0.008152,0.0039,0.0172,0.0055,0.0138,0.039938,0.000193,0.004316,0.004145,0.005641,0.003930,0.009987,0.008070
Simple,caso19d.txt,Augmented,20,20,0.048580,0.008301,0.040279,0.048323,0.008041,0.0181,0.0290,0.0086,0.0411,0.039800,0.000195,0.004296,0.004083,0.004390,0.003952,0.008691,0.008043
Simple,caso19d.txt,Matrix-only,20,20,0.049911,0.008297,0.041614,0.049469,0.008116,0.0235,0.0164,0.0077,0.0233,0.039897,0.000195,0.004283,0.004135,0.005633,0.003916,0.009955,0.008045
Simple,caso19e.txt,Augmented,20,20,0.048796,0.008262,0.040534,0.048466,0.008031,0.4070,0.0206,0.0070,0.0308,0.039937,0.000196,0.004348,0.004030,0.004416,0.003921,0.008762,0.007993
Simple,caso19e.txt,Matrix-only,20,20,0.049908,0.008254,0.041654,0.049354,0.008044,0.0055,0.0223,0.0073,0.0203,0.039903,0.000196,0.004306,0.004055,0.005639,0.003905,0.009929,0.007989
Simple,caso19f.txt,Augmented,20,20,0.048759,0.008402,0.040357,0.048543,0.008275,0.0048,0.0199,0.0067,0.0172,0.040000,0.000194,0.004389,0.004196,0.004407,0.003944,0.008795,0.008149
Simple,caso19f.txt,Matrix-only,20,20,0.050063,0.008341,0.041722,0.049540,0.008182,0.0048,0.0154,0.0047,0.0214,0.040020,0.000194,0.004286,0.004156,0.005642,0.003927,0.009950,0.008091
Simple,caso20a.txt,Augmented,20,20,0.048998,0.008356,0.040642,0.048540,0.008166,0.0056,0.0231,0.0082,0.0209,0.040096,0.000193,0.004368,0.004149,0.004429,0.003942,0.008797,0.008092
Simple,caso20a.txt,Matrix-only,20,20,0.050286,0.008364,0.041922,0.049723,0.008162,0.0092,0.0194,0.0075,0.0301,0.040143,0.000193,0.004301,0.004172,0.005642,0.003932,0.009991,0.008103
Simple,caso20b.txt,Augmented,20,20,0.048952,0.008358,0.040593,0.048568,0.008116,0.0046,0.0153,0.0057,0.0205,0.040041,0.000193,0.004355,0.004142,0.004410,0.003944,0.008796,0.008103
Simple,caso20b.txt,Matrix-only,20,20,0.050135,0.008303,0.041832,0.049801,0.008162,0.0041,0.0146,0.0054,0.0149,0.040098,0.000192,0.004276,0.004130,0.005631,0.003933,0.009911,0.008049
Simple,caso20c.txt,Augmented,20,20,0.048978,0.008343,0.040634,0.048609,0.008201,0.0036,0.0148,0.0040,0.0117,0.040202,0.000194,0.004308,0.004176,0.004399,0.003937,0.008713,0.008098
Simple,caso20c.txt,Matrix-only,20,20,0.050201,0.008299,0.041902,0.049774,0.008108,0.0055,0.0113,0.0050,0.0070,0.040174,0.000192,0.004299,0.004131,0.005641,0.003926,0.009949,0.008052
Simple,caso20d.txt,Augmented,20,20,0.048859,0.008276,0.040583,0.048490,0.008182,0.0059,0.0106,0.0087,0.0149,0.040059,0.000193,0.004330,0.004079,0.004408,0.003947,0.008783,0.008020
Simple,caso20d.txt,Matrix-only,20,20,0.050106,0.008322,0.041784,0.049759,0.008053,0.0041,0.0118,0.0072,0.0144,0.040084,0.000193,0.004298,0.004108,0.005645,0.003930,0.009937,0.008065
Simple,caso20e.txt,Augmented,20,20,0.049058,0.008389,0.040669,0.048674,0.008147,0.0068,0.0183,0.0115,0.0240,0.040136,0.000195,0.004391,0.004146,0.004413,0.003954,0.008787,0.008122
Simple,caso20e.txt,Matrix-only,20,20,0.050289,0.008445,0.041844,0.049865,0.008300,0.0046,0.0152,0.0053,0.0195,0.040158,0.000195,0.004376,0.004251,0.005632,0.003938,0.010003,0.008187
Simple,caso20f.txt,Augmented,20,20,0.048781,0.008341,0.040440,0.048397,0.008183,0.0063,0.0130,0.0065,0.0199,0.039912,0.000192,0.004330,0.004138,0.004405,0.003928,0.008777,0.008093
Simple,caso20f.txt,Matrix-only,20,20,0.049954,0.008338,0.041616,0.049626,0.008086,0.0038,0.0204,0.0042,0.0226,0.039930,0.000193,0.004320,0.004152,0.005657,0.003932,0.009952,0.008086
Simple,caso21a.txt,Augmented,20,20,0.048838,0.008358,0.040481,0.048435,0.008047,0.0191,0.0230,0.0060,0.0327,0.039958,0.000195,0.004334,0.004135,0.004416,0.003946,0.008744,0.008109
Simple,caso21a.txt,Matrix-only,20,20,0.049902,0.008352,0.041550,0.049680,0.008105,0.0035,0.0157,0.0049,0.0148,0.039817,0.000193,0.004309,0.004146,0.005643,0.003941,0.009955,0.008101
Simple,caso21b.txt,Augmented,20,20,0.048866,0.008329,0.040537,0.048491,0.008174,0.0039,0.0126,0.0068,0.0137,0.040017,0.000193,0.004352,0.004134,0.004396,0.003952,0.008751,0.008079
Simple,caso21b.txt,Matrix-only,20,20,0.049995,0.008358,0.041637,0.049760,0.008095,0.0060,0.0125,0.0053,0.0142,0.039991,0.000193,0.004289,0.004161,0.005657,0.003936,0.009896,0.008097
Simple,caso21c.txt,Augmented,20,20,0.048750,0.008301,0.040449,0.048337,0.008182,0.0055,0.0138,0.0082,0.0196,0.039954,0.000193,0.004313,0.004090,0.004386,0.003949,0.008720,0.008051
Simple,caso21c.txt,Matrix-only,20,20,0.049960,0.008383,0.041577,0.049586,0.008147,0.0080,0.0136,0.0073,0.0139,0.039930,0.000192,0.004302,0.004193,0.005656,0.003939,0.009983,0.008117
Simple,caso21d.txt,Augmented,20,20,0.048700,0.008388,0.040313,0.048478,0.008228,0.0041,0.0138,0.0044,0.0178,0.039909,0.000192,0.004325,0.004199,0.004409,0.003945,0.008784,0.008129
Simple,caso21d.txt,Matrix-only,20,20,0.049869,0.008335,0.041535,0.049665,0.008053,0.0051,0.0159,0.0043,0.0184,0.039832,0.000192,0.004288,0.004170,0.005636,0.003930,0.009939,0.008088
Simple,caso21e.txt,Augmented,20,20,0.048745,0.008298,0.040446,0.048400,0.008130,0.0062,0.0152,0.0062,0.0193,0.039967,0.000192,0.004341,0.004097,0.004401,0.003938,0.008734,0.008043
Simple,caso21e.txt,Matrix-only,20,20,0.049800,0.008341,0.041459,0.049405,0.008209,0.0050,0.0089,0.0068,0.0137,0.039770,0.000191,0.004302,0.004159,0.005638,0.003928,0.009937,0.008095
Simple,caso21f.txt,Augmented,20,20,0.048812,0.008366,0.040446,0.048287,0.008170,0.0066,0.0141,0.0084,0.0159,0.039870,0.000191,0.004341,0.004174,0.004402,0.003938,0.008757,0.008117
Simple,caso21f.txt,Matrix-only,20,20,0.049846,0.008279,0.041567,0.049389,0.008183,0.0063,0.0194,0.0063,0.0124,0.039833,0.000193,0.004281,0.004094,0.005637,0.003931,0.009918,0.008031
Simple,caso22a.txt,Augmented,20,20,0.048777,0.008338,0.040439,0.048307,0.008150,0.0059,0.0151,0.0079,0.0192,0.039881,0.000193,0.004344,0.004163,0.004413,0.003939,0.008788,0.008086
Simple,caso22a.txt,Matrix-only,20,20,0.049835,0.008357,0.041478,0.049438,0.008202,0.0043,0.0120,0.0073,0.0190,0.039816,0.000193,0.004297,0.004143,0.005635,0.003914,0.009933,0.008083
Simple,caso22b.txt,Augmented,20,20,0.048677,0.008313,0.040364,0.048372,0.008090,0.0061,0.0172,0.0075,0.0205,0.039892,0.000192,0.004297,0.004121,0.004394,0.003955,0.008728,0.008062
Simple,caso22b.txt,Matrix-only,20,20,0.049908,0.008312,0.041596,0.049565,0.008096,0.0059,0.0145,0.0062,0.0106,0.039916,0.000192,0.004302,0.004137,0.005627,0.003931,0.009901,0.008066
Simple,caso22c.txt,Augmented,20,20,0.048756,0.008379,0.040377,0.048324,0.008119,0.0118,0.0167,0.0086,0.0232,0.039923,0.000192,0.004371,0.004181,0.004406,0.003934,0.008780,0.008132
Simple,caso22c.txt,Matrix-only,20,20,0.049909,0.008336,0.041573,0.049601,0.008189,0.0058,0.0172,0.0059,0.0145,0.039912,0.000192,0.004320,0.004160,0.005650,0.003932,0.009963,0.008089
Simple,caso22d.txt,Augmented,20,20,0.048713,0.008356,0.040356,0.048444,0.008149,0.0044,0.0144,0.0070,0.0181,0.039849,0.000192,0.004372,0.004152,0.004413,0.003941,0.008805,0.008107
Simple,caso22d.txt,Matrix-only,20,20,0.049979,0.008304,0.041675,0.049496,0.008151,0.4176,0.0238,0.0059,0.0212,0.039966,0.000193,0.004297,0.004138,0.005677,0.003927,0.009987,0.008048
Simple,caso22e.txt,Augmented,20,20,0.048712,0.008330,0.040382,0.048252,0.008153,0.0035,0.0173,0.0039,0.0108,0.039932,0.000193,0.004293,0.004152,0.004390,0.003930,0.008726,0.008079
Simple,caso22e.txt,Matrix-only,20,20,0.049903,0.008351,0.041552,0.049265,0.008100,0.0045,0.0233,0.0045,0.0231,0.039893,0.000192,0.004250,0.004133,0.005630,0.003934,0.009915,0.008101
Simple,caso22f.txt,Augmented,20,20,0.048786,0.008315,0.040472,0.048432,0.008181,0.0066,0.0193,0.0049,0.0180,0.039958,0.000192,0.004359,0.004120,0.004407,0.003948,0.008765,0.008063
Simple,caso22f.txt,Matrix-only,20,20,0.049993,0.008368,0.041624,0.049517,0.007953,0.0038,0.0183,0.0026,0.0198,0.039983,0.000191,0.004295,0.004204,0.005630,0.003928,0.009937,0.008122
Simple,caso23a.txt,Augmented,20,20,0.049017,0.008433,0.040584,0.048616,0.008191,0.0115,0.0297,0.0149,0.0261,0.040046,0.000194,0.004379,0.004237,0.004401,0.003947,0.008808,0.008176
Simple,caso23a.txt,Matrix-only,20,20,0.050069,0.008264,0.041806,0.049586,0.008098,0.0114,0.0287,0.0217,0.0316,0.039894,0.000192,0.004228,0.004082,0.005639,0.003928,0.009886,0.008018
Simple,caso23b.txt,Augmented,20,20,0.048820,0.008340,0.040480,0.048511,0.008056,0.0189,0.0728,0.0069,0.0226,0.039979,0.000194,0.004347,0.004110,0.004393,0.003950,0.008759,0.008090
Simple,caso23b.txt,Matrix-only,20,20,0.049819,0.008333,0.041486,0.049569,0.008167,0.0031,0.0162,0.0040,0.0139,0.039857,0.000192,0.004260,0.004152,0.005635,0.003926,0.009889,0.008085
Simple,caso23c.txt,Augmented,20,20,0.048647,0.008374,0.040272,0.048315,0.008008,0.0032,0.0586,0.0026,0.0267,0.039840,0.000192,0.004334,0.004200,0.004387,0.003945,0.008741,0.008120
Simple,caso23c.txt,Matrix-only,20,20,0.049986,0.008428,0.041558,0.049507,0.008167,0.0081,0.0253,0.0065,0.0352,0.039925,0.000193,0.004338,0.004214,0.005669,0.003933,0.009999,0.008170
Simple,caso23d.txt,Augmented,20,20,0.048876,0.008346,0.040529,0.048366,0.008162,0.0109,0.0235,0.0139,0.0151,0.039947,0.000193,0.004361,0.004152,0.004409,0.003939,0.008770,0.008092
Simple,caso23d.txt,Matrix-only,20,20,0.049970,0.008312,0.041657,0.049592,0.008107,0.0076,0.0306,0.0059,0.0158,0.040014,0.000192,0.004270,0.004111,0.005607,0.003936,0.009902,0.008064
Simple,caso23e.txt,Augmented,20,20,0.048838,0.008345,0.040493,0.048394,0.007977,0.0432,0.0274,0.0285,0.0237,0.040074,0.000194,0.004317,0.004139,0.004403,0.003940,0.008734,0.008095
Simple,caso23e.txt,Matrix-only,20,20,0.049988,0.008315,0.041673,0.049567,0.008173,0.0068,0.0136,0.0047,0.0233,0.039980,0.000192,0.004300,0.004148,0.005639,0.003916,0.009955,0.008069
Simple,caso23f.txt,Augmented,20,20,0.048780,0.008385,0.040395,0.048434,0.008199,0.0109,0.0253,0.0138,0.0272,0.040032,0.000194,0.004334,0.004180,0.004400,0.003942,0.008747,0.008131
Simple,caso23f.txt,Matrix-only,20,20,0.049968,0.008360,0.041608,0.049546,0.008200,0.0076,0.0152,0.0031,0.0141,0.040018,0.000193,0.004278,0.004162,0.005624,0.003935,0.009911,0.008104
Simple,caso24a.txt,Augmented,20,20,0.048749,0.008397,0.040353,0.048556,0.008159,0.0114,0.0268,0.0073,0.0308,0.039922,0.000191,0.004328,0.004159,0.004396,0.003938,0.008734,0.008139
Simple,caso24a.txt,Matrix-only,20,20,0.049964,0.008366,0.041598,0.049430,0.008201,0.0085,0.0116,0.0069,0.0167,0.039922,0.000192,0.004310,0.004171,0.005645,0.003930,0.009957,0.008117
Simple,caso24b.txt,Augmented,20,20,0.048906,0.008381,0.040526,0.048532,0.008174,0.0087,0.0249,0.0102,0.0300,0.040042,0.000192,0.004335,0.004179,0.004389,0.003949,0.008712,0.008131
Simple,caso24b.txt,Matrix-only,20,20,0.050034,0.008418,0.041616,0.049503,0.008177,0.0384,0.0276,0.0173,0.0367,0.039965,0.000192,0.004304,0.004130,0.005657,0.003935,0.009969,0.008165
Simple,caso24c.txt,Augmented,20,20,0.048803,0.008399,0.040404,0.048366,0.008195,0.0082,0.0123,0.0084,0.0213,0.039911,0.000192,0.004337,0.004171,0.004405,0.003940,0.008752,0.008147
Simple,caso24c.txt,Matrix-only,20,20,0.049913,0.008338,0.041575,0.049477,0.008066,0.0065,0.0130,0.0053,0.0159,0.039837,0.000192,0.004304,0.004137,0.005649,0.003928,0.009988,0.008093
Simple,caso24d.txt,Augmented,20,20,0.048623,0.008370,0.040253,0.048211,0.008180,0.0040,0.0163,0.0041,0.0188,0.039822,0.000193,0.004308,0.004189,0.004383,0.003932,0.008695,0.008125
Simple,caso24d.txt,Matrix-only,20,20,0.049948,0.008330,0.041618,0.049553,0.008106,0.1176,0.1457,0.0057,0.0192,0.039915,0.000192,0.004262,0.004149,0.005648,0.003929,0.009931,0.008074
Simple,caso24e.txt,Augmented,20,20,0.048777,0.008370,0.040408,0.048347,0.008146,0.0056,0.0186,0.0074,0.0229,0.039929,0.000192,0.004349,0.004138,0.004401,0.003939,0.008744,0.008115
Simple,caso24e.txt,Matrix-only,20,20,0.050083,0.008355,0.041728,0.049498,0.008144,0.0063,0.0202,0.0099,0.0283,0.039990,0.000192,0.004315,0.004161,0.005653,0.003942,0.009981,0.008099
Simple,caso24f.txt,Augmented,20,20,0.048856,0.008360,0.040496,0.048518,0.008178,0.0050,0.0243,0.0082,0.0227,0.040022,0.000193,0.004369,0.004168,0.004412,0.003934,0.008784,0.008106
Simple,caso24f.txt,Matrix-only,20,20,0.049826,0.008292,0.041534,0.049447,0.008169,0.0048,0.0152,0.0044,0.0197,0.039791,0.000192,0.004302,0.004125,0.005622,0.003919,0.009947,0.008045
Simple,caso25a.txt,Augmented,20,20,0.048727,0.008345,0.040382,0.048294,0.008154,0.0052,0.0135,0.0065,0.0183,0.039888,0.000192,0.004379,0.004161,0.004408,0.003945,0.008825,0.008089
Simple,caso25a.txt,Matrix-only,20,20,0.050115,0.008447,0.041668,0.049650,0.008162,0.0056,0.0214,0.0074,0.0207,0.040002,0.000194,0.004288,0.004226,0.005677,0.003939,0.009989,0.008181
Simple,caso25b.txt,Augmented,20,20,0.048712,0.008353,0.040359,0.048431,0.008181,0.0041,0.0152,0.0074,0.0155,0.039915,0.000193,0.004327,0.004106,0.004384,0.003963,0.008722,0.008104
Simple,caso25b.txt,Matrix-only,20,20,0.049860,0.008324,0.041536,0.049391,0.008136,0.0130,0.0182,0.0063,0.0216,0.039902,0.000194,0.004261,0.004113,0.005627,0.003938,0.009881,0.008072
Simple,caso25c.txt,Augmented,20,20,0.048703,0.008288,0.040414,0.048317,0.008022,0.0034,0.0208,0.0032,0.0196,0.039907,0.000192,0.004331,0.004089,0.004413,0.003936,0.008721,0.008023
Simple,caso25c.txt,Matrix-only,20,20,0.049896,0.008242,0.041653,0.049386,0.007963,0.0126,0.0193,0.0041,0.0249,0.039932,0.000193,0.004289,0.004020,0.005631,0.003929,0.009936,0.007988
Simple,caso25d.txt,Augmented,20,20,0.048695,0.008248,0.040447,0.048042,0.007986,0.0073,0.0324,0.0043,0.0322,0.039849,0.000193,0.004310,0.004062,0.004394,0.003927,0.008713,0.007995
Simple,caso25d.txt,Matrix-only,20,20,0.049780,0.008301,0.041479,0.049336,0.008065,0.0048,0.0166,0.0068,0.0189,0.039826,0.000192,0.004238,0.004111,0.005612,0.003914,0.009866,0.008056
Simple,caso25e.txt,Augmented,20,20,0.048659,0.008260,0.040400,0.048332,0.007975,0.0189,0.0133,0.0087,0.0085,0.039912,0.000193,0.004315,0.004055,0.004401,0.003934,0.008710,0.008008
Simple,caso25e.txt,Matrix-only,20,20,0.049905,0.008335,0.041570,0.049479,0.008144,0.0050,0.0157,0.0068,0.0225,0.039870,0.000192,0.004329,0.004149,0.005638,0.003932,0.009970,0.008085
Simple,caso25f.txt,Augmented,20,20,0.048685,0.008276,0.040409,0.048064,0.007935,0.0238,0.1377,0.0071,0.0210,0.039939,0.000193,0.004345,0.004039,0.004385,0.003951,0.008731,0.008021
Simple,caso25f.txt,Matrix-only,20,20,0.049519,0.008255,0.041264,0.049095,0.007956,0.0077,0.0164,0.0109,0.0189,0.039693,0.000194,0.004155,0.004022,0.005617,0.003946,0.009816,0.007995
Simple,caso26a.txt,Augmented,20,20,0.049002,0.008454,0.040548,0.048776,0.008263,0.0030,0.0217,0.0042,0.0302,0.040087,0.000194,0.004386,0.004245,0.004414,0.003961,0.008836,0.008197
Simple,caso26a.txt,Matrix-only,20,20,0.049786,0.008322,0.041465,0.049549,0.008135,0.0060,0.0106,0.0072,0.0123,0.039813,0.000194,0.004263,0.004118,0.005656,0.003911,0.009923,0.008068
Simple,caso26b.txt,Augmented,20,20,0.048773,0.008305,0.040468,0.048543,0.008136,0.0041,0.0114,0.0041,0.0152,0.039907,0.000192,0.004329,0.004106,0.004393,0.003930,0.008718,0.008055
Simple,caso26b.txt,Matrix-only,20,20,0.050005,0.008314,0.041691,0.049491,0.008198,0.0049,0.0153,0.0065,0.0127,0.039917,0.000192,0.004297,0.004137,0.005649,0.003933,0.009961,0.008063
Simple,caso26c.txt,Augmented,20,20,0.048683,0.008325,0.040358,0.048384,0.008191,0.0043,0.0133,0.0044,0.0174,0.039912,0.000192,0.004310,0.004144,0.004389,0.003941,0.008698,0.008069
Simple,caso26c.txt,Matrix-only,20,20,0.049955,0.008348,0.041607,0.049433,0.008179,0.0042,0.0111,0.0053,0.0126,0.039915,0.000192,0.004281,0.004150,0.005647,0.003932,0.009923,0.008102
Simple,caso26d.txt,Augmented,20,20,0.048728,0.008405,0.040324,0.048280,0.008167,0.0054,0.0142,0.0080,0.0127,0.039985,0.000192,0.004328,0.004170,0.004393,0.003950,0.008709,0.008157
Simple,caso26d.txt,Matrix-only,20,20,0.049931,0.008306,0.041625,0.049609,0.008117,0.0033,0.0127,0.0039,0.0133,0.039848,0.000192,0.004306,0.004114,0.005628,0.003929,0.009935,0.008056
Simple,caso26e.txt,Augmented,20,20,0.048694,0.008302,0.040393,0.048425,0.008178,0.0043,0.0110,0.0050,0.0134,0.039855,0.000192,0.004374,0.004105,0.004403,0.003915,0.008787,0.008056
Simple,caso26e.txt,Matrix-only,20,20,0.049925,0.008258,0.041667,0.049519,0.008036,0.0077,0.0183,0.0059,0.0239,0.039923,0.000192,0.004267,0.004091,0.005645,0.003917,0.009956,0.008013
Simple,caso26f.txt,Augmented,20,20,0.048686,0.008340,0.040345,0.048245,0.008128,0.0045,0.0141,0.0058,0.0151,0.039882,0.000192,0.004325,0.004139,0.004392,0.003937,0.008718,0.008088
Simple,caso26f.txt,Matrix-only,20,20,0.049730,0.008362,0.041368,0.049491,0.008211,0.0047,0.0134,0.0062,0.0182,0.039805,0.000192,0.004258,0.004160,0.005620,0.003923,0.009859,0.008106
Simple,caso27a.txt,Augmented,20,20,0.048794,0.008393,0.040401,0.048527,0.008233,0.0051,0.0134,0.0040,0.0274,0.039915,0.000192,0.004388,0.004201,0.004415,0.003939,0.008842,0.008148
Simple,caso27a.txt,Matrix-only,20,20,0.049923,0.008319,0.041604,0.049482,0.008171,0.0044,0.0285,0.0064,0.0340,0.039929,0.000193,0.004313,0.004092,0.005625,0.003927,0.009964,0.008056
Simple,caso27b.txt,Augmented,20,20,0.048680,0.008337,0.040343,0.048348,0.008177,0.0036,0.0186,0.0038,0.0198,0.039882,0.000193,0.004334,0.004131,0.004401,0.003943,0.008741,0.008081
Simple,caso27b.txt,Matrix-only,20,20,0.049889,0.008327,0.041562,0.049484,0.008093,0.0050,0.0132,0.0057,0.0193,0.039861,0.000193,0.004302,0.004152,0.005636,0.003931,0.009941,0.008079
Simple,caso27c.txt,Augmented,20,20,0.048645,0.008296,0.040349,0.048050,0.007985,0.0213,0.0217,0.0055,0.0156,0.039808,0.000193,0.004319,0.004121,0.004389,0.003931,0.008702,0.008046
Simple,caso27c.txt,Matrix-only,20,20,0.049832,0.008095,0.041736,0.048891,0.007869,0.0084,0.0184,0.0137,0.0334,0.039802,0.000193,0.004170,0.003950,0.005604,0.003904,0.009821,0.007846
Simple,caso27d.txt,Augmented,20,20,0.048692,0.008271,0.040421,0.048214,0.008074,0.0058,0.0222,0.0097,0.0260,0.039907,0.000193,0.004287,0.004075,0.004405,0.003934,0.008742,0.008022
Simple,caso27d.txt,Matrix-only,20,20,0.050032,0.008310,0.041722,0.049457,0.008043,0.0048,0.0181,0.0053,0.0122,0.040022,0.000192,0.004287,0.004136,0.005638,0.003918,0.009895,0.008062
Simple,caso27e.txt,Augmented,20,20,0.048787,0.008335,0.040452,0.048386,0.008189,0.0053,0.0111,0.0068,0.0131,0.039929,0.000193,0.004350,0.004123,0.004420,0.003942,0.008749,0.008074
Simple,caso27e.txt,Matrix-only,20,20,0.050015,0.008339,0.041676,0.049640,0.008116,0.0122,0.0202,0.0048,0.0170,0.039949,0.000193,0.004268,0.004158,0.005686,0.003939,0.009994,0.008089
Simple,caso27f.txt,Augmented,20,20,0.048722,0.008372,0.040351,0.048333,0.008101,0.0112,0.0180,0.0112,0.0249,0.039912,0.000192,0.004333,0.004157,0.004407,0.003938,0.008736,0.008118
Simple,caso27f.txt,Matrix-only,20,20,0.050212,0.008342,0.041870,0.049552,0.008187,0.0090,0.0203,0.0130,0.0227,0.040106,0.000193,0.004284,0.004154,0.005636,0.003930,0.009955,0.008097
Simple,caso28a.txt,Augmented,20,20,0.049255,0.008320,0.040935,0.048397,0.008063,0.0114,0.0210,0.0184,0.0277,0.040382,0.000192,0.004303,0.004128,0.004391,0.003943,0.008720,0.008066
Simple,caso28a.txt,Matrix-only,20,20,0.050661,0.008288,0.042373,0.049825,0.008092,0.0077,0.0248,0.0073,0.0265,0.040419,0.000192,0.004306,0.004110,0.005652,0.003931,0.010010,0.008042
Simple,caso28b.txt,Augmented,20,20,0.049127,0.008315,0.040812,0.048324,0.008161,0.0107,0.0242,0.0165,0.0157,0.040361,0.000192,0.004326,0.004104,0.004397,0.003931,0.008744,0.008048
Simple,caso28b.txt,Matrix-only,20,20,0.050290,0.008349,0.041941,0.049448,0.008132,0.0107,0.0246,0.0218,0.0269,0.040122,0.000192,0.004244,0.004135,0.005656,0.003930,0.009917,0.008097
Simple,caso28c.txt,Augmented,20,20,0.048599,0.008324,0.040275,0.048298,0.008184,0.0077,0.0341,0.0065,0.0109,0.039883,0.000192,0.004334,0.004117,0.004386,0.003935,0.008723,0.008078
Simple,caso28c.txt,Matrix-only,20,20,0.049750,0.008260,0.041490,0.049281,0.008065,0.0065,0.0101,0.0087,0.0133,0.039725,0.000193,0.004271,0.004077,0.005624,0.003921,0.009889,0.008013
Simple,caso28d.txt,Augmented,20,20,0.048575,0.008295,0.040280,0.048226,0.008073,0.0050,0.0167,0.0044,0.0135,0.039763,0.000192,0.004340,0.004105,0.004394,0.003930,0.008690,0.008049
Simple,caso28d.txt,Matrix-only,20,20,0.049789,0.008283,0.041506,0.049589,0.008146,0.0110,0.0115,0.0080,0.0173,0.039872,0.000192,0.004259,0.004118,0.005639,0.003922,0.009881,0.008032
Simple,caso28e.txt,Augmented,20,20,0.048559,0.008297,0.040261,0.048229,0.008146,0.0050,0.0082,0.0072,0.0117,0.039792,0.000191,0.004298,0.004097,0.004381,0.003927,0.008693,0.008045
Simple,caso28e.txt,Matrix-only,20,20,0.049662,0.008303,0.041358,0.049486,0.008141,0.0034,0.0128,0.0058,0.0106,0.039773,0.000192,0.004258,0.004124,0.005616,0.003922,0.009879,0.008054
Simple,caso28f.txt,Augmented,20,20,0.048545,0.008276,0.040269,0.048061,0.008198,0.0039,0.0129,0.0045,0.0136,0.039755,0.000191,0.004325,0.004071,0.004382,0.003949,0.008712,0.008029
Simple,caso28f.txt,Matrix-only,20,20,0.049783,0.008282,0.041501,0.049488,0.008192,0.0036,0.0094,0.0046,0.0155,0.039819,0.000192,0.004271,0.004118,0.005651,0.003929,0.009921,0.008028
Simple,caso29a.txt,Augmented,20,20,0.048624,0.008297,0.040326,0.048281,0.008093,0.0033,0.0143,0.0047,0.0166,0.039884,0.000192,0.004350,0.004111,0.004381,0.003934,0.008721,0.008052
Simple,caso29a.txt,Matrix-only,20,20,0.049652,0.008257,0.041395,0.049369,0.008110,0.0040,0.0181,0.0037,0.0179,0.039696,0.000192,0.004276,0.004080,0.005642,0.003926,0.009917,0.008008
Simple,caso29b.txt,Augmented,20,20,0.048681,0.008330,0.040351,0.048291,0.008168,0.0040,0.0117,0.0062,0.0142,0.039831,0.000192,0.004332,0.004124,0.004391,0.003942,0.008729,0.008084
Simple,caso29b.txt,Matrix-only,20,20,0.049840,0.008323,0.041517,0.049462,0.008017,0.0059,0.0146,0.0048,0.0150,0.039912,0.000192,0.004260,0.004100,0.005622,0.003930,0.009895,0.008073
Simple,caso29c.txt,Augmented,20,20,0.048602,0.008320,0.040282,0.048199,0.008121,0.0066,0.0156,0.0056,0.0127,0.039815,0.000191,0.004335,0.004124,0.004381,0.003932,0.008708,0.008073
