class,instance,kernel,policy,result,bytes
Simple,caso28f.txt,Matrix-only,role-blind,identical,1730736
Simple,caso29a.txt,Augmented,selective,identical,1754126
Simple,caso29a.txt,Augmented,role-blind,identical,1764964
Simple,caso29a.txt,Matrix-only,selective,identical,1726576
Simple,caso29a.txt,Matrix-only,role-blind,identical,1726576
Simple,caso29b.txt,Augmented,selective,identical,1754129
Simple,caso29b.txt,Augmented,role-blind,identical,1764967
Simple,caso29b.txt,Matrix-only,selective,identical,1726579
Simple,caso29b.txt,Matrix-only,role-blind,identical,1726579
Simple,caso29c.txt,Augmented,selective,identical,1754126
Simple,caso29c.txt,Augmented,role-blind,identical,1764964
Simple,caso29c.txt,Matrix-only,selective,identical,1726576
Simple,caso29c.txt,Matrix-only,role-blind,identical,1726576
Simple,caso29d.txt,Augmented,selective,identical,1754203
Simple,caso29d.txt,Augmented,role-blind,identical,1764991
Simple,caso29d.txt,Matrix-only,selective,identical,1726653
Simple,caso29d.txt,Matrix-only,role-blind,identical,1726653
Simple,caso29e.txt,Augmented,selective,identical,1754203
Simple,caso29e.txt,Augmented,role-blind,identical,1764991
Simple,caso29e.txt,Matrix-only,selective,identical,1726653
Simple,caso29e.txt,Matrix-only,role-blind,identical,1726653
Simple,caso29f.txt,Augmented,selective,identical,1754203
Simple,caso29f.txt,Augmented,role-blind,identical,1764991
Simple,caso29f.txt,Matrix-only,selective,identical,1726653
Simple,caso29f.txt,Matrix-only,role-blind,identical,1726653
Simple,caso30a.txt,Augmented,selective,identical,1779476
Simple,caso30a.txt,Augmented,role-blind,identical,1789327
Simple,caso30a.txt,Matrix-only,selective,identical,1732417
Simple,caso30a.txt,Matrix-only,role-blind,identical,1732417
Simple,caso30b.txt,Augmented,selective,identical,1779476
Simple,caso30b.txt,Augmented,role-blind,identical,1789327
Simple,caso30b.txt,Matrix-only,selective,identical,1732417
Simple,caso30b.txt,Matrix-only,role-blind,identical,1732417
Simple,caso30c.txt,Augmented,selective,identical,1779476
Simple,caso30c.txt,Augmented,role-blind,identical,1789327
Simple,caso30c.txt,Matrix-only,selective,identical,1732417
Simple,caso30c.txt,Matrix-only,role-blind,identical,1732417
Simple,caso30d.txt,Augmented,selective,identical,1779579
Simple,caso30d.txt,Augmented,role-blind,identical,1790408
Simple,caso30d.txt,Matrix-only,selective,identical,1732520
Simple,caso30d.txt,Matrix-only,role-blind,identical,1732520
Simple,caso30e.txt,Augmented,selective,identical,1779579
Simple,caso30e.txt,Augmented,role-blind,identical,1790408
Simple,caso30e.txt,Matrix-only,selective,identical,1732520
Simple,caso30e.txt,Matrix-only,role-blind,identical,1732520
Simple,caso30f.txt,Augmented,selective,identical,1779579
Simple,caso30f.txt,Augmented,role-blind,identical,1790408
Simple,caso30f.txt,Matrix-only,selective,identical,1732520
Simple,caso30f.txt,Matrix-only,role-blind,identical,1732520
Simple,caso31a.txt,Augmented,selective,identical,1766143
Simple,caso31a.txt,Augmented,role-blind,identical,1774179
Simple,caso31a.txt,Matrix-only,selective,identical,1730251
Simple,caso31a.txt,Matrix-only,role-blind,identical,1730251
Simple,caso31b.txt,Augmented,selective,identical,1766147
Simple,caso31b.txt,Augmented,role-blind,identical,1774183
Simple,caso31b.txt,Matrix-only,selective,identical,1730255
Simple,caso31b.txt,Matrix-only,role-blind,identical,1730255
Simple,caso31c.txt,Augmented,selective,identical,1766147
Simple,caso31c.txt,Augmented,role-blind,identical,1774183
Simple,caso31c.txt,Matrix-only,selective,identical,1730255
Simple,caso31c.txt,Matrix-only,role-blind,identical,1730255
Simple,caso31d.txt,Augmented,selective,identical,1766406
Simple,caso31d.txt,Augmented,role-blind,identical,1777442
Simple,caso31d.txt,Matrix-only,selective,identical,1730514
Simple,caso31d.txt,Matrix-only,role-blind,identical,1730514
Simple,caso31e.txt,Augmented,selective,identical,1766410
Simple,caso31e.txt,Augmented,role-blind,identical,1777446
Simple,caso31e.txt,Matrix-only,selective,identical,1730518
Simple,caso31e.txt,Matrix-only,role-blind,identical,1730518
Simple,caso31f.txt,Augmented,selective,identical,1766410
Simple,caso31f.txt,Augmented,role-blind,identical,1777446
Simple,caso31f.txt,Matrix-only,selective,identical,1730518
Simple,caso31f.txt,Matrix-only,role-blind,identical,1730518
Simple,caso32a.txt,Augmented,selective,identical,1780125
Simple,caso32a.txt,Augmented,role-blind,identical,1789814
Simple,caso32a.txt,Matrix-only,selective,identical,1733572
Simple,caso32a.txt,Matrix-only,role-blind,identical,1733572
Simple,caso32b.txt,Augmented,selective,identical,1780124
Simple,caso32b.txt,Augmented,role-blind,identical,1789813
Simple,caso32b.txt,Matrix-only,selective,identical,1733571
Simple,caso32b.txt,Matrix-only,role-blind,identical,1733571
Simple,caso32c.txt,Augmented,selective,identical,1780125
Simple,caso32c.txt,Augmented,role-blind,identical,1789814
Simple,caso32c.txt,Matrix-only,selective,identical,1733572
Simple,caso32c.txt,Matrix-only,role-blind,identical,1733572
Simple,caso32d.txt,Augmented,selective,identical,1780323
Simple,caso32d.txt,Augmented,role-blind,identical,1791311
Simple,caso32d.txt,Matrix-only,selective,identical,1733770
Simple,caso32d.txt,Matrix-only,role-blind,identical,1733770
Simple,caso32e.txt,Augmented,selective,identical,1780322
Simple,caso32e.txt,Augmented,role-blind,identical,1791310
Simple,caso32e.txt,Matrix-only,selective,identical,1733769
Simple,caso32e.txt,Matrix-only,role-blind,identical,1733769
Simple,caso32f.txt,Augmented,selective,identical,1780323
Simple,caso32f.txt,Augmented,role-blind,identical,1791311
Simple,caso32f.txt,Matrix-only,selective,identical,1733770
Simple,caso32f.txt,Matrix-only,role-blind,identical,1733770
Simple,caso33a.txt,Augmented,selective,identical,1755208
Simple,caso33a.txt,Augmented,role-blind,identical,1761389
Simple,caso33a.txt,Matrix-only,selective,identical,1729190
Simple,caso33a.txt,Matrix-only,role-blind,identical,1729190
Simple,caso33b.txt,Augmented,selective,identical,1755208
Simple,caso33b.txt,Augmented,role-blind,identical,1761389
Simple,caso33b.txt,Matrix-only,selective,identical,1729190
Simple,caso33b.txt,Matrix-only,role-blind,identical,1729190
Simple,caso33c.txt,Augmented,selective,identical,1755208
Simple,caso33c.txt,Augmented,role-blind,identical,1761389
Simple,caso33c.txt,Matrix-only,selective,identical,1729190
Simple,caso33c.txt,Matrix-only,role-blind,identical,1729190
Simple,caso33d.txt,Augmented,selective,identical,1755490
Simple,caso33d.txt,Augmented,role-blind,identical,1766580
Simple,caso33d.txt,Matrix-only,selective,identical,1729472
Simple,caso33d.txt,Matrix-only,role-blind,identical,1729472
Simple,caso33e.txt,Augmented,selective,identical,1755490
Simple,caso33e.txt,Augmented,role-blind,identical,1766580
Simple,caso33e.txt,Matrix-only,selective,identical,1729472
Simple,caso33e.txt,Matrix-only,role-blind,identical,1729472
Simple,caso33f.txt,Augmented,selective,identical,1755490
Simple,caso33f.txt,Augmented,role-blind,identical,1766580
Simple,caso33f.txt,Matrix-only,selective,identical,1729472
Simple,caso33f.txt,Matrix-only,role-blind,identical,1729472
Simple,caso34a.txt,Augmented,selective,identical,1781362
Simple,caso34a.txt,Augmented,role-blind,identical,1788032
Simple,caso34a.txt,Matrix-only,selective,identical,1733929
Simple,caso34a.txt,Matrix-only,role-blind,identical,1733929
Simple,caso34b.txt,Augmented,selective,identical,1781365
Simple,caso34b.txt,Augmented,role-blind,identical,1788035
Simple,caso34b.txt,Matrix-only,selective,identical,1733932
Simple,caso34b.txt,Matrix-only,role-blind,identical,1733932
Simple,caso34c.txt,Augmented,selective,identical,1781365
Simple,caso34c.txt,Augmented,role-blind,identical,1788035
Simple,caso34c.txt,Matrix-only,selective,identical,1733932
Simple,caso34c.txt,Matrix-only,role-blind,identical,1733932
Simple,caso34d.txt,Augmented,selective,identical,1781621
Simple,caso34d.txt,Augmented,role-blind,identical,1792571
Simple,caso34d.txt,Matrix-only,selective,identical,1734188
Simple,caso34d.txt,Matrix-only,role-blind,identical,1734188
Simple,caso34e.txt,Augmented,selective,identical,1781624
Simple,caso34e.txt,Augmented,role-blind,identical,1792574
Simple,caso34e.txt,Matrix-only,selective,identical,1734191
Simple,caso34e.txt,Matrix-only,role-blind,identical,1734191
Simple,caso34f.txt,Augmented,selective,identical,1781624
Simple,caso34f.txt,Augmented,role-blind,identical,1792574
Simple,caso34f.txt,Matrix-only,selective,identical,1734191
Simple,caso34f.txt,Matrix-only,role-blind,identical,1734191
Simple,caso35a.txt,Augmented,selective,identical,1772201
Simple,caso35a.txt,Augmented,role-blind,identical,1783053
Simple,caso35a.txt,Matrix-only,selective,identical,1733828
Simple,caso35a.txt,Matrix-only,role-blind,identical,1733828
Simple,caso35b.txt,Augmented,selective,identical,1772204
Simple,caso35b.txt,Augmented,role-blind,identical,1783056
Simple,caso35b.txt,Matrix-only,selective,identical,1733831
Simple,caso35b.txt,Matrix-only,role-blind,identical,1733831
Simple,caso35c.txt,Augmented,selective,identical,1772204
Simple,caso35c.txt,Augmented,role-blind,identical,1783056
Simple,caso35c.txt,Matrix-only,selective,identical,1733831
Simple,caso35c.txt,Matrix-only,role-blind,identical,1733831
Simple,caso35d.txt,Augmented,selective,identical,1772308
Simple,caso35d.txt,Augmented,role-blind,identical,1783009
Simple,caso35d.txt,Matrix-only,selective,identical,1733935
Simple,caso35d.txt,Matrix-only,role-blind,identical,1733935
Simple,caso35e.txt,Augmented,selective,identical,1772308
Simple,caso35e.txt,Augmented,role-blind,identical,1783009
Simple,caso35e.txt,Matrix-only,selective,identical,1733935
Simple,caso35e.txt,Matrix-only,role-blind,identical,1733935
Simple,caso35f.txt,Augmented,selective,identical,1772308
Simple,caso35f.txt,Augmented,role-blind,identical,1783009
Simple,caso35f.txt,Matrix-only,selective,identical,1733935
Simple,caso35f.txt,Matrix-only,role-blind,identical,1733935
Simple,caso42a.txt,Augmented,selective,identical,1773830
Simple,caso42a.txt,Augmented,role-blind,identical,1784680
Simple,caso42a.txt,Matrix-only,selective,identical,1731557
Simple,caso42a.txt,Matrix-only,role-blind,identical,1731557
Simple,caso42b.txt,Augmented,selective,identical,1773830
Simple,caso42b.txt,Augmented,role-blind,identical,1784680
Simple,caso42b.txt,Matrix-only,selective,identical,1731557
Simple,caso42b.txt,Matrix-only,role-blind,identical,1731557
Simple,caso42c.txt,Augmented,selective,identical,1773830
Simple,caso42c.txt,Augmented,role-blind,identical,1784680
Simple,caso42c.txt,Matrix-only,selective,identical,1731557
Simple,caso42c.txt,Matrix-only,role-blind,identical,1731557
Simple,caso42d.txt,Augmented,selective,identical,1773891
Simple,caso42d.txt,Augmented,role-blind,identical,1784682
Simple,caso42d.txt,Matrix-only,selective,identical,1731618
Simple,caso42d.txt,Matrix-only,role-blind,identical,1731618
Simple,caso42e.txt,Augmented,selective,identical,1773891
Simple,caso42e.txt,Augmented,role-blind,identical,1784682
Simple,caso42e.txt,Matrix-only,selective,identical,1731618
Simple,caso42e.txt,Matrix-only,role-blind,identical,1731618
Simple,caso42f.txt,Augmented,selective,identical,1773891
Simple,caso42f.txt,Augmented,role-blind,identical,1784682
Simple,caso42f.txt,Matrix-only,selective,identical,1731618
Simple,caso42f.txt,Matrix-only,role-blind,identical,1731618
Simple,caso43a.txt,Augmented,selective,identical,1785512
Simple,caso43a.txt,Augmented,role-blind,identical,1796308
Simple,caso43a.txt,Matrix-only,selective,identical,1733786
Simple,caso43a.txt,Matrix-only,role-blind,identical,1733786
Simple,caso43b.txt,Augmented,selective,identical,1785516
Simple,caso43b.txt,Augmented,role-blind,identical,1796312
Simple,caso43b.txt,Matrix-only,selective,identical,1733790
Simple,caso43b.txt,Matrix-only,role-blind,identical,1733790
Simple,caso43c.txt,Augmented,selective,identical,1785516
Simple,caso43c.txt,Augmented,role-blind,identical,1796312
Simple,caso43c.txt,Matrix-only,selective,identical,1733790
Simple,caso43c.txt,Matrix-only,role-blind,identical,1733790
Simple,caso43d.txt,Augmented,selective,identical,1785546
Simple,caso43d.txt,Augmented,role-blind,identical,1796359
Simple,caso43d.txt,Matrix-only,selective,identical,1733820
Simple,caso43d.txt,Matrix-only,role-blind,identical,1733820
Simple,caso43e.txt,Augmented,selective,identical,1785550
Simple,caso43e.txt,Augmented,role-blind,identical,1796363
Simple,caso43e.txt,Matrix-only,selective,identical,1733824
Simple,caso43e.txt,Matrix-only,role-blind,identical,1733824
Simple,caso43f.txt,Augmented,selective,identical,1785550
Simple,caso43f.txt,Augmented,role-blind,identical,1796363
Simple,caso43f.txt,Matrix-only,selective,identical,1733824
Simple,caso43f.txt,Matrix-only,role-blind,identical,1733824
Simple,caso44a.txt,Augmented,selective,identical,1785541
Simple,caso44a.txt,Augmented,role-blind,identical,1796429
Simple,caso44a.txt,Matrix-only,selective,identical,1734519
Simple,caso44a.txt,Matrix-only,role-blind,identical,1734519
Simple,caso44b.txt,Augmented,selective,identical,1785541
Simple,caso44b.txt,Augmented,role-blind,identical,1796429
Simple,caso44b.txt,Matrix-only,selective,identical,1734519
Simple,caso44b.txt,Matrix-only,role-blind,identical,1734519
Simple,caso44c.txt,Augmented,selective,identical,1785541
Simple,caso44c.txt,Augmented,role-blind,identical,1796429
Simple,caso44c.txt,Matrix-only,selective,identical,1734519
Simple,caso44c.txt,Matrix-only,role-blind,identical,1734519
Simple,caso44d.txt,Augmented,selective,identical,1785603
Simple,caso44d.txt,Augmented,role-blind,identical,1796383
Simple,caso44d.txt,Matrix-only,selective,identical,1734581
Simple,caso44d.txt,Matrix-only,role-blind,identical,1734581
Simple,caso44e.txt,Augmented,selective,identical,1785603
Simple,caso44e.txt,Augmented,role-blind,identical,1796383
Simple,caso44e.txt,Matrix-only,selective,identical,1734581
Simple,caso44e.txt,Matrix-only,role-blind,identical,1734581
Simple,caso44f.txt,Augmented,selective,identical,1785603
Simple,caso44f.txt,Augmented,role-blind,identical,1796383
Simple,caso44f.txt,Matrix-only,selective,identical,1734581
Simple,caso44f.txt,Matrix-only,role-blind,identical,1734581
Simple,caso45a.txt,Augmented,selective,identical,1768598
Simple,caso45a.txt,Augmented,role-blind,identical,1779431
Simple,caso45a.txt,Matrix-only,selective,identical,1733624
Simple,caso45a.txt,Matrix-only,role-blind,identical,1733624
Simple,caso45b.txt,Augmented,selective,identical,1768598
Simple,caso45b.txt,Augmented,role-blind,identical,1779431
Simple,caso45b.txt,Matrix-only,selective,identical,1733624
Simple,caso45b.txt,Matrix-only,role-blind,identical,1733624
Simple,caso45c.txt,Augmented,selective,identical,1768598
Simple,caso45c.txt,Augmented,role-blind,identical,1779431
Simple,caso45c.txt,Matrix-only,selective,identical,1733624
Simple,caso45c.txt,Matrix-only,role-blind,identical,1733624
Simple,caso45d.txt,Augmented,selective,identical,1768629
Simple,caso45d.txt,Augmented,role-blind,identical,1779420
Simple,caso45d.txt,Matrix-only,selective,identical,1733655
Simple,caso45d.txt,Matrix-only,role-blind,identical,1733655
Simple,caso45e.txt,Augmented,selective,identical,1768629
Simple,caso45e.txt,Augmented,role-blind,identical,1779420
Simple,caso45e.txt,Matrix-only,selective,identical,1733655
Simple,caso45e.txt,Matrix-only,role-blind,identical,1733655
Simple,caso45f.txt,Augmented,selective,identical,1768629
Simple,caso45f.txt,Augmented,role-blind,identical,1779420
Simple,caso45f.txt,Matrix-only,selective,identical,1733655
Simple,caso45f.txt,Matrix-only,role-blind,identical,1733655
Simple,caso46a.txt,Augmented,selective,identical,1776195
Simple,caso46a.txt,Augmented,role-blind,identical,1786638
Simple,caso46a.txt,Matrix-only,selective,identical,1733451
Simple,caso46a.txt,Matrix-only,role-blind,identical,1733451
Simple,caso46b.txt,Augmented,selective,identical,1776198
Simple,caso46b.txt,Augmented,role-blind,identical,1786641
Simple,caso46b.txt,Matrix-only,selective,identical,1733454
Simple,caso46b.txt,Matrix-only,role-blind,identical,1733454
Simple,caso46c.txt,Augmented,selective,identical,1776195
Simple,caso46c.txt,Augmented,role-blind,identical,1786638
Simple,caso46c.txt,Matrix-only,selective,identical,1733451
Simple,caso46c.txt,Matrix-only,role-blind,identical,1733451
Simple,caso46d.txt,Augmented,selective,identical,1776313
Simple,caso46d.txt,Augmented,role-blind,identical,1787153
Simple,caso46d.txt,Matrix-only,selective,identical,1733569
Simple,caso46d.txt,Matrix-only,role-blind,identical,1733569
Simple,caso46e.txt,Augmented,selective,identical,1776316
Simple,caso46e.txt,Augmented,role-blind,identical,1787156
Simple,caso46e.txt,Matrix-only,selective,identical,1733572
Simple,caso46e.txt,Matrix-only,role-blind,identical,1733572
Simple,caso46f.txt,Augmented,selective,identical,1776313
Simple,caso46f.txt,Augmented,role-blind,identical,1787153
Simple,caso46f.txt,Matrix-only,selective,identical,1733569
Simple,caso46f.txt,Matrix-only,role-blind,identical,1733569
Simple,caso47a.txt,Augmented,selective,identical,1751962
Simple,caso47a.txt,Augmented,role-blind,identical,1762451
Simple,caso47a.txt,Matrix-only,selective,identical,1731195
Simple,caso47a.txt,Matrix-only,role-blind,identical,1731195
Simple,caso47b.txt,Augmented,selective,identical,1751962
Simple,caso47b.txt,Augmented,role-blind,identical,1762451
Simple,caso47b.txt,Matrix-only,selective,identical,1731195
Simple,caso47b.txt,Matrix-only,role-blind,identical,1731195
Simple,caso47c.txt,Augmented,selective,identical,1751965
Simple,caso47c.txt,Augmented,role-blind,identical,1762454
Simple,caso47c.txt,Matrix-only,selective,identical,1731198
Simple,caso47c.txt,Matrix-only,role-blind,identical,1731198
Simple,caso47d.txt,Augmented,selective,identical,1752093
Simple,caso47d.txt,Augmented,role-blind,identical,1762990
Simple,caso47d.txt,Matrix-only,selective,identical,1731326
Simple,caso47d.txt,Matrix-only,role-blind,identical,1731326
Simple,caso47e.txt,Augmented,selective,identical,1752093
Simple,caso47e.txt,Augmented,role-blind,identical,1762990
Simple,caso47e.txt,Matrix-only,selective,identical,1731326
Simple,caso47e.txt,Matrix-only,role-blind,identical,1731326
Simple,caso47f.txt,Augmented,selective,identical,1752096
Simple,caso47f.txt,Augmented,role-blind,identical,1762993
Simple,caso47f.txt,Matrix-only,selective,identical,1731329
Simple,caso47f.txt,Matrix-only,role-blind,identical,1731329
Simple,caso48a.txt,Augmented,selective,identical,1765723
Simple,caso48a.txt,Augmented,role-blind,identical,1775222
Simple,caso48a.txt,Matrix-only,selective,identical,1732988
Simple,caso48a.txt,Matrix-only,role-blind,identical,1732988
Simple,caso48b.txt,Augmented,selective,identical,1765723
Simple,caso48b.txt,Augmented,role-blind,identical,1775222
Simple,caso48b.txt,Matrix-only,selective,identical,1732988
Simple,caso48b.txt,Matrix-only,role-blind,identical,1732988
Simple,caso48c.txt,Augmented,selective,identical,1765723
Simple,caso48c.txt,Augmented,role-blind,identical,1775222
Simple,caso48c.txt,Matrix-only,selective,identical,1732988
Simple,caso48c.txt,Matrix-only,role-blind,identical,1732988
Simple,caso48d.txt,Augmented,selective,identical,1765880
Simple,caso48d.txt,Augmented,role-blind,identical,1776733
Simple,caso48d.txt,Matrix-only,selective,identical,1733145
Simple,caso48d.txt,Matrix-only,role-blind,identical,1733145
Simple,caso48e.txt,Augmented,selective,identical,1765880
Simple,caso48e.txt,Augmented,role-blind,identical,1776733
Simple,caso48e.txt,Matrix-only,selective,identical,1733145
Simple,caso48e.txt,Matrix-only,role-blind,identical,1733145
Simple,caso48f.txt,Augmented,selective,identical,1765880
Simple,caso48f.txt,Augmented,role-blind,identical,1776733
Simple,caso48f.txt,Matrix-only,selective,identical,1733145
Simple,caso48f.txt,Matrix-only,role-blind,identical,1733145
SG-Ter-Mer,instance001.txt,Augmented,selective,identical,1041889
SG-Ter-Mer,instance001.txt,Augmented,role-blind,identical,1116161
SG-Ter-Mer,instance001.txt,Matrix-only,selective,identical,1025032
SG-Ter-Mer,instance001.txt,Matrix-only,role-blind,identical,1086041
SG-Ter-Mer,instance002.txt,Augmented,selective,identical,1042397
SG-Ter-Mer,instance002.txt,Augmented,role-blind,identical,1116263
SG-Ter-Mer,instance002.txt,Matrix-only,selective,identical,1025800
SG-Ter-Mer,instance002.txt,Matrix-only,role-blind,identical,1086282
SG-Ter-Mer,instance003.txt,Augmented,selective,identical,1028597
SG-Ter-Mer,instance003.txt,Augmented,role-blind,identical,1102416
SG-Ter-Mer,instance003.txt,Matrix-only,selective,identical,1011257
SG-Ter-Mer,instance003.txt,Matrix-only,role-blind,identical,1071650
SG-Ter-Mer,instance004.txt,Augmented,selective,identical,1042376
SG-Ter-Mer,instance004.txt,Augmented,role-blind,identical,1116117
SG-Ter-Mer,instance004.txt,Matrix-only,selective,identical,1024771
SG-Ter-Mer,instance004.txt,Matrix-only,role-blind,identical,1085336
SG-Ter-Mer,instance005.txt,Augmented,selective,identical,1042860
SG-Ter-Mer,instance005.txt,Augmented,role-blind,identical,1116836
SG-Ter-Mer,instance005.txt,Matrix-only,selective,identical,1025658
SG-Ter-Mer,instance005.txt,Matrix-only,role-blind,identical,1086394
SG-Ter-Mer,instance009.txt,Augmented,selective,identical,1037708
SG-Ter-Mer,instance009.txt,Augmented,role-blind,identical,1112728
SG-Ter-Mer,instance009.txt,Matrix-only,selective,identical,1020396
SG-Ter-Mer,instance009.txt,Matrix-only,role-blind,identical,1082455
SG-Ter-Mer,instance010.txt,Augmented,selective,identical,1043825
SG-Ter-Mer,instance010.txt,Augmented,role-blind,identical,1117756
SG-Ter-Mer,instance010.txt,Matrix-only,selective,identical,1026316
SG-Ter-Mer,instance010.txt,Matrix-only,role-blind,identical,1087077
SG-Ter-Mer,instance011.txt,Augmented,selective,identical,1042954
SG-Ter-Mer,instance011.txt,Augmented,role-blind,identical,1117020
SG-Ter-Mer,instance011.txt,Matrix-only,selective,identical,1026206
SG-Ter-Mer,instance011.txt,Matrix-only,role-blind,identical,1087125
SG-Ter-Mer,instance012.txt,Augmented,selective,identical,1044697
SG-Ter-Mer,instance012.txt,Augmented,role-blind,identical,1117162
SG-Ter-Mer,instance012.txt,Matrix-only,selective,identical,1027261
SG-Ter-Mer,instance012.txt,Matrix-only,role-blind,identical,1086327
SG-Ter-Mer,instance014.txt,Augmented,selective,identical,1041500
SG-Ter-Mer,instance014.txt,Augmented,role-blind,identical,1115287
SG-Ter-Mer,instance014.txt,Matrix-only,selective,identical,1023996
SG-Ter-Mer,instance014.txt,Matrix-only,role-blind,identical,1084534
SG-Ter-Mer,instance019.txt,Augmented,selective,identical,1042549
SG-Ter-Mer,instance019.txt,Augmented,role-blind,identical,1117359
SG-Ter-Mer,instance019.txt,Matrix-only,selective,identical,1024666
SG-Ter-Mer,instance019.txt,Matrix-only,role-blind,identical,1086691
SG-Ter-Mer,instance020.txt,Augmented,selective,identical,1040919
SG-Ter-Mer,instance020.txt,Augmented,role-blind,identical,1116126
SG-Ter-Mer,instance020.txt,Matrix-only,selective,identical,1023441
SG-Ter-Mer,instance020.txt,Matrix-only,role-blind,identical,1085969
SG-Ter-Mer,instance021.txt,Augmented,selective,identical,1041306
SG-Ter-Mer,instance021.txt,Augmented,role-blind,identical,1117017
SG-Ter-Mer,instance021.txt,Matrix-only,selective,identical,1024129
SG-Ter-Mer,instance021.txt,Matrix-only,role-blind,identical,1087123
SG-Ter-Mer,instance022.txt,Augmented,selective,identical,1039766
SG-Ter-Mer,instance022.txt,Augmented,role-blind,identical,1115955
SG-Ter-Mer,instance022.txt,Matrix-only,selective,identical,1022529
SG-Ter-Mer,instance022.txt,Matrix-only,role-blind,identical,1086036
SG-Ter-Mer,instance023.txt,Augmented,selective,identical,1039494
SG-Ter-Mer,instance023.txt,Augmented,role-blind,identical,1114955
SG-Ter-Mer,instance023.txt,Matrix-only,selective,identical,1022372
SG-Ter-Mer,instance023.txt,Matrix-only,role-blind,identical,1085200
SG-Ter-Mer,instance024.txt,Augmented,selective,identical,1040874
SG-Ter-Mer,instance024.txt,Augmented,role-blind,identical,1115068
SG-Ter-Mer,instance024.txt,Matrix-only,selective,identical,1023784
SG-Ter-Mer,instance024.txt,Matrix-only,role-blind,identical,1084761
SG-Ter-Mer,instance025.txt,Augmented,selective,identical,1038090
SG-Ter-Mer,instance025.txt,Augmented,role-blind,identical,1115158
SG-Ter-Mer,instance025.txt,Matrix-only,selective,identical,1021233
SG-Ter-Mer,instance025.txt,Matrix-only,role-blind,identical,1086021
SG-Ter-Mer,instance026.txt,Augmented,selective,identical,1039600
SG-Ter-Mer,instance026.txt,Augmented,role-blind,identical,1115694
SG-Ter-Mer,instance026.txt,Matrix-only,selective,identical,1023003
SG-Ter-Mer,instance026.txt,Matrix-only,role-blind,identical,1086245
SG-Ter-Mer,instance027.txt,Augmented,selective,identical,1024681
SG-Ter-Mer,instance027.txt,Augmented,role-blind,identical,1101451
SG-Ter-Mer,instance027.txt,Matrix-only,selective,identical,1007341
SG-Ter-Mer,instance027.txt,Matrix-only,role-blind,identical,1071634
SG-Ter-Mer,instance028.txt,Augmented,selective,identical,1038764
SG-Ter-Mer,instance028.txt,Augmented,role-blind,identical,1115413
SG-Ter-Mer,instance028.txt,Matrix-only,selective,identical,1021159
SG-Ter-Mer,instance028.txt,Matrix-only,role-blind,identical,1085293
SG-Ter-Mer,instance029.txt,Augmented,selective,identical,1039848
SG-Ter-Mer,instance029.txt,Augmented,role-blind,identical,1116116
SG-Ter-Mer,instance029.txt,Matrix-only,selective,identical,1022646
SG-Ter-Mer,instance029.txt,Matrix-only,role-blind,identical,1086390
SG-Ter-Mer,instance030.txt,Augmented,selective,identical,1038694
SG-Ter-Mer,instance030.txt,Augmented,role-blind,identical,1115756
SG-Ter-Mer,instance030.txt,Matrix-only,selective,identical,1021749
SG-Ter-Mer,instance030.txt,Matrix-only,role-blind,identical,1086400
SG-Ter-Mer,instance031.txt,Augmented,selective,identical,1032336
SG-Ter-Mer,instance031.txt,Augmented,role-blind,identical,1108437
SG-Ter-Mer,instance031.txt,Matrix-only,selective,identical,1014910
SG-Ter-Mer,instance031.txt,Matrix-only,role-blind,identical,1078505
SG-Ter-Mer,instance032.txt,Augmented,selective,identical,1041088
SG-Ter-Mer,instance032.txt,Augmented,role-blind,identical,1116829
SG-Ter-Mer,instance032.txt,Matrix-only,selective,identical,1023522
SG-Ter-Mer,instance032.txt,Matrix-only,role-blind,identical,1086753
SG-Ter-Mer,instance033.txt,Augmented,selective,identical,1034775
SG-Ter-Mer,instance033.txt,Augmented,role-blind,identical,1111966
SG-Ter-Mer,instance033.txt,Matrix-only,selective,identical,1017463
SG-Ter-Mer,instance033.txt,Matrix-only,role-blind,identical,1082364
SG-Ter-Mer,instance034.txt,Augmented,selective,identical,1041894
SG-Ter-Mer,instance034.txt,Augmented,role-blind,identical,1117317
SG-Ter-Mer,instance034.txt,Matrix-only,selective,identical,1024385
SG-Ter-Mer,instance034.txt,Matrix-only,role-blind,identical,1087052
SG-Ter-Mer,instance035.txt,Augmented,selective,identical,1043335
SG-Ter-Mer,instance035.txt,Augmented,role-blind,identical,1117034
SG-Ter-Mer,instance035.txt,Matrix-only,selective,identical,1026587
SG-Ter-Mer,instance035.txt,Matrix-only,role-blind,identical,1087106
SG-Ter-Mer,instance042.txt,Augmented,selective,identical,1045508
SG-Ter-Mer,instance042.txt,Augmented,role-blind,identical,1117840
SG-Ter-Mer,instance042.txt,Matrix-only,selective,identical,1028085
SG-Ter-Mer,instance042.txt,Matrix-only,role-blind,identical,1086774
SG-Ter-Mer,instance043.txt,Augmented,selective,identical,1044458
SG-Ter-Mer,instance043.txt,Augmented,role-blind,identical,1117870
SG-Ter-Mer,instance043.txt,Matrix-only,selective,identical,1026575
SG-Ter-Mer,instance043.txt,Matrix-only,role-blind,identical,1086683
SG-Ter-Mer,instance044.txt,Augmented,selective,identical,1046228
SG-Ter-Mer,instance044.txt,Augmented,role-blind,identical,1117331
SG-Ter-Mer,instance044.txt,Matrix-only,selective,identical,1028750
SG-Ter-Mer,instance044.txt,Matrix-only,role-blind,identical,1086032
