class,instance,kernel,reps_sa,reps_flat,median_sa_s,median_flat_s,median_diff_s,min_sa_s,min_flat_s,cv_sa,cv_flat
Simple,caso28f.txt,Augmented,20,20,0.337997,0.053243,0.284754,0.196351,0.014742,0.2249,0.7633
Simple,caso28f.txt,Matrix-only,20,20,0.326707,0.044612,0.282095,0.181956,0.014674,0.2436,0.8042
Simple,caso29a.txt,Augmented,20,20,0.320494,0.033674,0.286820,0.197942,0.014680,0.3099,1.2915
Simple,caso29a.txt,Matrix-only,20,20,0.337114,0.067391,0.269723,0.198310,0.014749,0.1967,0.6072
Simple,caso29b.txt,Augmented,20,20,0.315511,0.044836,0.270675,0.229390,0.014715,0.2400,1.0201
Simple,caso29b.txt,Matrix-only,20,20,0.318007,0.074124,0.243883,0.215607,0.014880,0.3169,0.6285
Simple,caso29c.txt,Augmented,20,20,0.311648,0.038963,0.272685,0.201572,0.014320,0.1913,1.1745
Simple,caso29c.txt,Matrix-only,20,20,0.352695,0.083092,0.269603,0.254898,0.015517,0.2526,0.4807
Simple,caso29d.txt,Augmented,20,20,0.304116,0.047234,0.256882,0.202934,0.013757,0.2535,1.0653
Simple,caso29d.txt,Matrix-only,20,20,0.364668,0.063101,0.301567,0.202187,0.011703,0.3005,0.5936
Simple,caso29e.txt,Augmented,20,20,0.312312,0.036280,0.276032,0.203504,0.015085,0.2799,0.6916
Simple,caso29e.txt,Matrix-only,20,20,0.355513,0.042055,0.313458,0.276637,0.008033,0.1919,0.9784
Simple,caso29f.txt,Augmented,20,20,0.325406,0.039959,0.285447,0.208101,0.015195,0.2727,1.0175
Simple,caso29f.txt,Matrix-only,20,20,0.344994,0.036591,0.308403,0.049559,0.014025,0.3089,1.1882
Simple,caso30a.txt,Augmented,20,20,0.294079,0.096366,0.197713,0.201280,0.014359,0.2716,0.4123
Simple,caso30a.txt,Matrix-only,20,20,0.331713,0.027346,0.304367,0.220771,0.014845,0.2558,1.5828
Simple,caso30b.txt,Augmented,20,20,0.350067,0.080591,0.269476,0.196369,0.014541,0.2979,0.5267
Simple,caso30b.txt,Matrix-only,20,20,0.333948,0.048484,0.285464,0.240408,0.008426,0.2161,0.8326
Simple,caso30c.txt,Augmented,20,20,0.338309,0.042901,0.295408,0.211231,0.014685,0.2442,0.9968
Simple,caso30c.txt,Matrix-only,20,20,0.326486,0.042815,0.283672,0.208104,0.013326,0.2740,0.9560
Simple,caso30d.txt,Augmented,20,20,0.334090,0.084942,0.249148,0.235863,0.014921,0.2591,0.5393
Simple,caso30d.txt,Matrix-only,20,20,0.319264,0.072166,0.247098,0.191259,0.014700,0.3343,0.5832
Simple,caso30e.txt,Augmented,20,20,0.361910,0.066946,0.294963,0.206956,0.014705,0.2882,0.5792
Simple,caso30e.txt,Matrix-only,20,20,0.338655,0.034137,0.304519,0.210058,0.014387,0.2295,0.9711
Simple,caso30f.txt,Augmented,20,20,0.353302,0.051262,0.302040,0.203578,0.012992,0.2576,0.8229
Simple,caso30f.txt,Matrix-only,20,20,0.359078,0.032312,0.326766,0.222678,0.015579,0.2576,1.2233
Simple,caso31a.txt,Augmented,20,20,0.329894,0.061779,0.268115,0.190289,0.014655,0.2712,0.6582
Simple,caso31a.txt,Matrix-only,20,20,0.342099,0.033226,0.308873,0.269636,0.014581,0.1814,0.9148
Simple,caso31b.txt,Augmented,20,20,0.330883,0.063538,0.267346,0.204692,0.016488,0.2742,0.5900
Simple,caso31b.txt,Matrix-only,20,20,0.310419,0.060118,0.250301,0.210652,0.014892,0.3839,0.7241
Simple,caso31c.txt,Augmented,20,20,0.308101,0.030835,0.277266,0.205622,0.014470,0.3741,1.3645
Simple,caso31c.txt,Matrix-only,20,20,0.315589,0.048858,0.266731,0.217730,0.014927,0.2456,0.8997
Simple,caso31d.txt,Augmented,20,20,0.311533,0.027364,0.284169,0.186882,0.014765,0.2828,1.3467
Simple,caso31d.txt,Matrix-only,20,20,0.345063,0.055754,0.289309,0.212290,0.014771,0.2910,0.8149
Simple,caso31e.txt,Augmented,20,20,0.342977,0.056702,0.286275,0.205864,0.014477,0.2700,0.8205
Simple,caso31e.txt,Matrix-only,20,20,0.375638,0.085965,0.289672,0.216905,0.015898,0.2419,0.5216
Simple,caso31f.txt,Augmented,20,20,0.334159,0.091725,0.242434,0.183988,0.021223,0.2594,0.4490
Simple,caso31f.txt,Matrix-only,20,20,0.387243,0.048068,0.339175,0.235054,0.015123,0.2100,0.9596
Simple,caso32a.txt,Augmented,20,20,0.310835,0.035699,0.275136,0.230630,0.014194,0.2881,1.3107
Simple,caso32a.txt,Matrix-only,20,20,0.331509,0.066296,0.265214,0.220190,0.014330,0.3205,0.6996
Simple,caso32b.txt,Augmented,20,20,0.323469,0.055809,0.267660,0.164816,0.013972,0.3183,0.7626
Simple,caso32b.txt,Matrix-only,20,20,0.369549,0.080145,0.289404,0.259025,0.014942,0.2672,0.5240
Simple,caso32c.txt,Augmented,20,20,0.341150,0.048658,0.292493,0.192445,0.014754,0.2741,0.6952
Simple,caso32c.txt,Matrix-only,20,20,0.364095,0.046371,0.317724,0.208050,0.015093,0.2794,0.9336
Simple,caso32d.txt,Augmented,20,20,0.332696,0.046934,0.285762,0.197920,0.014756,0.3035,0.6371
Simple,caso32d.txt,Matrix-only,20,20,0.377821,0.033371,0.344450,0.191491,0.014766,0.2625,1.2844
Simple,caso32e.txt,Augmented,20,20,0.338617,0.067191,0.271426,0.215139,0.014291,0.2919,0.5983
Simple,caso32e.txt,Matrix-only,20,20,0.325121,0.045784,0.279337,0.212337,0.014577,0.3247,1.0272
Simple,caso32f.txt,Augmented,20,20,0.360926,0.056273,0.304653,0.220674,0.014819,0.2701,0.8762
Simple,caso32f.txt,Matrix-only,20,20,0.457836,0.056592,0.401244,0.230704,0.014475,0.2729,0.8133
Simple,caso33a.txt,Augmented,20,20,0.406157,0.035086,0.371071,0.259313,0.013989,0.2089,1.3079
Simple,caso33a.txt,Matrix-only,20,20,0.361894,0.083149,0.278746,0.186651,0.014800,0.2625,0.4964
Simple,caso33b.txt,Augmented,20,20,0.326139,0.071650,0.254488,0.215715,0.014923,0.3321,0.7388
Simple,caso33b.txt,Matrix-only,20,20,0.353159,0.052018,0.301142,0.198368,0.014451,0.2652,0.8629
Simple,caso33c.txt,Augmented,20,20,0.337348,0.058270,0.279078,0.224279,0.014552,0.3424,0.7448
Simple,caso33c.txt,Matrix-only,20,20,0.335270,0.114013,0.221257,0.212154,0.017666,0.3389,0.4204
Simple,caso33d.txt,Augmented,20,20,0.409025,0.055219,0.353805,0.234817,0.014255,0.2881,0.9265
Simple,caso33d.txt,Matrix-only,20,20,0.311166,0.053420,0.257745,0.189654,0.014448,0.3779,0.7433
Simple,caso33e.txt,Augmented,20,20,0.390807,0.094423,0.296384,0.204882,0.015239,0.2421,0.4879
Simple,caso33e.txt,Matrix-only,20,20,0.322349,0.035702,0.286648,0.218098,0.013999,0.3052,1.0005
Simple,caso33f.txt,Augmented,20,20,0.441989,0.053213,0.388776,0.207645,0.014770,0.2061,0.6903
Simple,caso33f.txt,Matrix-only,20,20,0.325796,0.044588,0.281208,0.198159,0.023529,0.3191,0.9157
Simple,caso34a.txt,Augmented,20,20,0.353911,0.064087,0.289824,0.297507,0.014617,0.2988,0.7345
Simple,caso34a.txt,Matrix-only,20,20,0.324335,0.033532,0.290803,0.210456,0.015059,0.2590,1.3563
Simple,caso34b.txt,Augmented,20,20,0.373852,0.057666,0.316187,0.209803,0.014800,0.3175,0.6633
Simple,caso34b.txt,Matrix-only,20,20,0.396227,0.045469,0.350758,0.266948,0.015110,0.1750,0.8254
Simple,caso34c.txt,Augmented,20,20,0.371586,0.037461,0.334125,0.258361,0.014597,0.2625,1.2279
Simple,caso34c.txt,Matrix-only,20,20,0.357628,0.048549,0.309079,0.236516,0.014962,0.2042,0.9025
Simple,caso34d.txt,Augmented,20,20,0.349111,0.063083,0.286028,0.220005,0.014702,0.2488,0.7395
Simple,caso34d.txt,Matrix-only,20,20,0.338448,0.047670,0.290779,0.199740,0.014685,0.2893,0.9188
Simple,caso34e.txt,Augmented,20,20,0.360345,0.042178,0.318166,0.213329,0.014537,0.3101,0.9468
Simple,caso34e.txt,Matrix-only,20,20,0.327370,0.039578,0.287792,0.244082,0.015040,0.2971,0.9624
Simple,caso34f.txt,Augmented,20,20,0.322976,0.067709,0.255267,0.197453,0.015276,0.3112,0.6541
Simple,caso34f.txt,Matrix-only,20,20,0.341811,0.036425,0.305386,0.207392,0.014578,0.2711,1.1474
Simple,caso35a.txt,Augmented,20,20,0.357502,0.077048,0.280453,0.229560,0.022482,0.2410,0.5723
Simple,caso35a.txt,Matrix-only,20,20,0.333562,0.048947,0.284615,0.200464,0.015505,0.1765,0.8796
Simple,caso35b.txt,Augmented,20,20,0.301352,0.071709,0.229643,0.173098,0.014949,0.2980,0.6176
Simple,caso35b.txt,Matrix-only,20,20,0.332378,0.081177,0.251201,0.198875,0.014498,0.3070,0.5218
Simple,caso35c.txt,Augmented,20,20,0.311592,0.027206,0.284386,0.206005,0.012667,0.2682,1.6168
Simple,caso35c.txt,Matrix-only,20,20,0.333178,0.080150,0.253028,0.207954,0.015214,0.2559,0.6071
Simple,caso35d.txt,Augmented,20,20,0.307475,0.080126,0.227349,0.189562,0.016254,0.2944,0.5902
Simple,caso35d.txt,Matrix-only,20,20,0.361191,0.088912,0.272278,0.213038,0.018356,0.2010,0.5685
Simple,caso35e.txt,Augmented,20,20,0.338048,0.064385,0.273663,0.196106,0.014548,0.2100,0.6698
Simple,caso35e.txt,Matrix-only,20,20,0.334546,0.052021,0.282525,0.197014,0.015124,0.3049,0.7999
Simple,caso35f.txt,Augmented,20,20,0.309381,0.074777,0.234604,0.232125,0.014651,0.3276,0.4731
Simple,caso35f.txt,Matrix-only,20,20,0.314639,0.047998,0.266641,0.199978,0.013922,0.3326,0.8030
Simple,caso42a.txt,Augmented,20,20,0.329607,0.052665,0.276943,0.196559,0.014483,0.2271,0.8245
Simple,caso42a.txt,Matrix-only,20,20,0.310448,0.061743,0.248705,0.210291,0.014845,0.2367,0.5860
Simple,caso42b.txt,Augmented,20,20,0.338231,0.099569,0.238662,0.197112,0.015070,0.3146,0.4444
Simple,caso42b.txt,Matrix-only,20,20,0.348703,0.042639,0.306064,0.216711,0.024647,0.2091,0.9106
Simple,caso42c.txt,Augmented,20,20,0.354255,0.035013,0.319242,0.215945,0.014961,0.2077,1.3377
Simple,caso42c.txt,Matrix-only,20,20,0.317943,0.065750,0.252193,0.210057,0.014458,0.2825,0.6117
Simple,caso42d.txt,Augmented,20,20,0.329226,0.049040,0.280186,0.203419,0.014531,0.3128,0.8919
Simple,caso42d.txt,Matrix-only,20,20,0.293600,0.084122,0.209479,0.191405,0.015387,0.2961,0.4952
Simple,caso42e.txt,Augmented,20,20,0.329952,0.049637,0.280314,0.178194,0.014519,0.2283,1.0300
Simple,caso42e.txt,Matrix-only,20,20,0.363105,0.043524,0.319580,0.254957,0.013535,0.2210,1.0479
Simple,caso42f.txt,Augmented,20,20,0.305014,0.030279,0.274734,0.204408,0.014224,0.2301,1.3113
Simple,caso42f.txt,Matrix-only,20,20,0.334946,0.047387,0.287559,0.169682,0.014878,0.3150,0.7884
Simple,caso43a.txt,Augmented,20,20,0.329750,0.051858,0.277892,0.239286,0.014757,0.2940,0.8146
Simple,caso43a.txt,Matrix-only,20,20,0.351987,0.060850,0.291137,0.209975,0.015837,0.2680,0.7329
Simple,caso43b.txt,Augmented,20,20,0.321952,0.049542,0.272411,0.193204,0.015189,0.2792,0.7702
Simple,caso43b.txt,Matrix-only,20,20,0.360781,0.101907,0.258874,0.192780,0.015182,0.2700,0.4957
Simple,caso43c.txt,Augmented,20,20,0.319365,0.051863,0.267502,0.201804,0.014746,0.2568,0.7744
Simple,caso43c.txt,Matrix-only,20,20,0.370452,0.087863,0.282589,0.199064,0.023855,0.2449,0.4588
Simple,caso43d.txt,Augmented,20,20,0.358406,0.050751,0.307656,0.215383,0.013493,0.2763,0.8290
Simple,caso43d.txt,Matrix-only,20,20,0.412292,0.071632,0.340660,0.259538,0.014728,0.2836,0.5364
Simple,caso43e.txt,Augmented,20,20,0.305182,0.040522,0.264661,0.188060,0.014722,0.2217,1.1564
Simple,caso43e.txt,Matrix-only,20,20,0.353828,0.051988,0.301840,0.253627,0.014752,0.2742,0.9072
Simple,caso43f.txt,Augmented,20,20,0.342966,0.085160,0.257806,0.219662,0.014794,0.2538,0.5537
Simple,caso43f.txt,Matrix-only,20,20,0.372311,0.046735,0.325576,0.200538,0.015015,0.2803,0.7067
Simple,caso44a.txt,Augmented,20,20,0.331883,0.055193,0.276690,0.201114,0.016001,0.2078,0.7161
Simple,caso44a.txt,Matrix-only,20,20,0.344653,0.048717,0.295936,0.212352,0.014541,0.3431,0.7465
Simple,caso44b.txt,Augmented,20,20,0.325409,0.030897,0.294512,0.191827,0.014875,0.2650,1.3614
Simple,caso44b.txt,Matrix-only,20,20,0.374800,0.047453,0.327347,0.238103,0.015015,0.2608,1.0792
Simple,caso44c.txt,Augmented,20,20,0.369445,0.034460,0.334985,0.213711,0.015020,0.2747,1.2121
Simple,caso44c.txt,Matrix-only,20,20,0.349369,0.062049,0.287321,0.199606,0.014350,0.2378,0.7454
Simple,caso44d.txt,Augmented,20,20,0.313553,0.043482,0.270072,0.205649,0.014707,0.3442,0.9801
Simple,caso44d.txt,Matrix-only,20,20,0.445336,0.032827,0.412509,0.305039,0.014514,0.2002,1.4628
Simple,caso44e.txt,Augmented,20,20,0.311078,0.069221,0.241857,0.170864,0.014666,0.3259,0.5748
Simple,caso44e.txt,Matrix-only,20,20,0.364695,0.067512,0.297183,0.206031,0.014897,0.2883,0.5815
Simple,caso44f.txt,Augmented,20,20,0.358830,0.056110,0.302720,0.204087,0.015344,0.3266,0.7667
Simple,caso44f.txt,Matrix-only,20,20,0.375952,0.034557,0.341395,0.218380,0.014996,0.2974,1.1799
Simple,caso45a.txt,Augmented,20,20,0.304572,0.047586,0.256986,0.199584,0.014900,0.3109,0.9441
Simple,caso45a.txt,Matrix-only,20,20,0.323571,0.098826,0.224745,0.215168,0.014803,0.2970,0.4838
Simple,caso45b.txt,Augmented,20,20,0.321091,0.058705,0.262386,0.240430,0.015092,0.2267,0.7886
Simple,caso45b.txt,Matrix-only,20,20,0.343100,0.028955,0.314144,0.203432,0.014199,0.2983,1.2537
Simple,caso45c.txt,Augmented,20,20,0.345130,0.061799,0.283331,0.197675,0.015437,0.2870,0.6711
Simple,caso45c.txt,Matrix-only,20,20,0.348065,0.068361,0.279704,0.192805,0.015712,0.2679,0.5310
Simple,caso45d.txt,Augmented,20,20,0.354947,0.079297,0.275650,0.184991,0.013737,0.2986,0.5910
Simple,caso45d.txt,Matrix-only,20,20,0.327522,0.045618,0.281904,0.189881,0.015324,0.3098,0.9743
Simple,caso45e.txt,Augmented,20,20,0.341409,0.056995,0.284414,0.224434,0.014918,0.2542,0.6218
Simple,caso45e.txt,Matrix-only,20,20,0.313842,0.080586,0.233256,0.197816,0.014679,0.2748,0.5673
Simple,caso45f.txt,Augmented,20,20,0.336138,0.045806,0.290332,0.212373,0.014794,0.2943,0.9967
Simple,caso45f.txt,Matrix-only,20,20,0.322549,0.039991,0.282559,0.213917,0.015238,0.2655,1.2360
Simple,caso46a.txt,Augmented,20,20,0.369965,0.039221,0.330744,0.186476,0.014634,0.2020,1.1535
Simple,caso46a.txt,Matrix-only,20,20,0.305687,0.045165,0.260522,0.187014,0.014987,0.3492,0.9200
Simple,caso46b.txt,Augmented,20,20,0.340203,0.077008,0.263195,0.184973,0.014668,0.2832,0.5499
Simple,caso46b.txt,Matrix-only,20,20,0.350045,0.030174,0.319871,0.212724,0.014742,0.2864,1.4125
Simple,caso46c.txt,Augmented,20,20,0.334123,0.043099,0.291024,0.200869,0.015855,0.3540,0.9762
Simple,caso46c.txt,Matrix-only,20,20,0.321212,0.050180,0.271032,0.213790,0.014532,0.2300,0.7991
Simple,caso46d.txt,Augmented,20,20,0.333104,0.044941,0.288163,0.214470,0.014228,0.3418,1.1239
Simple,caso46d.txt,Matrix-only,20,20,0.345610,0.037301,0.308309,0.263534,0.014710,0.2069,1.1095
Simple,caso46e.txt,Augmented,20,20,0.316856,0.065603,0.251253,0.209115,0.014929,0.2252,0.6294
Simple,caso46e.txt,Matrix-only,20,20,0.339202,0.049317,0.289886,0.208257,0.015018,0.2426,0.8544
Simple,caso46f.txt,Augmented,20,20,0.344158,0.076309,0.267850,0.254336,0.014365,0.2853,0.5906
Simple,caso46f.txt,Matrix-only,20,20,0.312941,0.047531,0.265409,0.259034,0.015285,0.2782,0.9710
Simple,caso47a.txt,Augmented,20,20,0.337818,0.027915,0.309903,0.214212,0.014579,0.1962,1.5313
Simple,caso47a.txt,Matrix-only,20,20,0.322100,0.060819,0.261281,0.202529,0.014814,0.2130,0.7105
Simple,caso47b.txt,Augmented,20,20,0.316545,0.045416,0.271129,0.205316,0.014712,0.3021,1.0236
Simple,caso47b.txt,Matrix-only,20,20,0.317012,0.085202,0.231810,0.214558,0.016001,0.2980,0.4969
Simple,caso47c.txt,Augmented,20,20,0.324267,0.050276,0.273991,0.221768,0.014449,0.3311,0.9585
Simple,caso47c.txt,Matrix-only,20,20,0.327855,0.038627,0.289227,0.207418,0.015246,0.2699,0.9905
Simple,caso47d.txt,Augmented,20,20,0.313821,0.071097,0.242725,0.213814,0.014141,0.3118,0.5440
Simple,caso47d.txt,Matrix-only,20,20,0.339062,0.038803,0.300259,0.209426,0.014912,0.2889,1.0181
Simple,caso47e.txt,Augmented,20,20,0.356239,0.064505,0.291733,0.216212,0.014819,0.1855,0.7214
Simple,caso47e.txt,Matrix-only,20,20,0.316518,0.061336,0.255182,0.205669,0.015403,0.2307,0.7112
Simple,caso47f.txt,Augmented,20,20,0.339904,0.044975,0.294928,0.216186,0.015332,0.2368,0.8131
Simple,caso47f.txt,Matrix-only,20,20,0.309359,0.048138,0.261221,0.200915,0.014635,0.2105,0.8373
Simple,caso48a.txt,Augmented,20,20,0.341473,0.050723,0.290749,0.187108,0.013851,0.2191,0.8629
Simple,caso48a.txt,Matrix-only,20,20,0.323083,0.049364,0.273719,0.208730,0.014135,0.2202,0.8449
Simple,caso48b.txt,Augmented,20,20,0.336189,0.062534,0.273655,0.213922,0.014967,0.1681,0.7158
Simple,caso48b.txt,Matrix-only,20,20,0.310762,0.061271,0.249490,0.206124,0.014999,0.2908,0.6936
Simple,caso48c.txt,Augmented,20,20,0.301502,0.041896,0.259606,0.198257,0.014306,0.2411,0.8691
Simple,caso48c.txt,Matrix-only,20,20,0.321026,0.054560,0.266466,0.214571,0.014854,0.2590,0.7519
Simple,caso48d.txt,Augmented,20,20,0.304214,0.052554,0.251660,0.203742,0.014906,0.2189,0.9099
Simple,caso48d.txt,Matrix-only,20,20,0.316178,0.049106,0.267072,0.191991,0.014471,0.3422,0.9392
Simple,caso48e.txt,Augmented,20,20,0.301926,0.078397,0.223529,0.229646,0.014555,0.2197,0.5308
Simple,caso48e.txt,Matrix-only,20,20,0.344546,0.045767,0.298780,0.204695,0.015796,0.2260,0.9598
Simple,caso48f.txt,Augmented,20,20,0.315579,0.053785,0.261793,0.207704,0.015150,0.1890,0.7390
Simple,caso48f.txt,Matrix-only,20,20,0.327467,0.040202,0.287264,0.214006,0.014550,0.3413,1.0039
SG-Ter-Mer,instance001.txt,Augmented,20,20,0.176980,0.028559,0.148421,0.077457,0.010417,0.4403,1.3861
SG-Ter-Mer,instance001.txt,Matrix-only,20,20,0.201516,0.037979,0.163537,0.121648,0.010427,0.2985,0.9572
SG-Ter-Mer,instance002.txt,Augmented,20,20,0.180960,0.046689,0.134271,0.130518,0.013759,0.2882,0.6662
SG-Ter-Mer,instance002.txt,Matrix-only,20,20,0.180867,0.035484,0.145384,0.127254,0.010455,0.2884,0.9770
SG-Ter-Mer,instance003.txt,Augmented,20,20,0.171420,0.036391,0.135029,0.081941,0.010282,0.3672,0.9237
SG-Ter-Mer,instance003.txt,Matrix-only,20,20,0.190622,0.021204,0.169418,0.091015,0.010087,0.2823,1.4400
SG-Ter-Mer,instance004.txt,Augmented,20,20,0.210628,0.026277,0.184352,0.097826,0.010494,0.2979,1.6686
SG-Ter-Mer,instance004.txt,Matrix-only,20,20,0.183070,0.028544,0.154527,0.076040,0.009185,0.4033,1.4475
SG-Ter-Mer,instance005.txt,Augmented,20,20,0.197749,0.026144,0.171605,0.094364,0.010781,0.3438,1.0942
SG-Ter-Mer,instance005.txt,Matrix-only,20,20,0.212509,0.024626,0.187883,0.161094,0.010417,0.2574,1.6901
SG-Ter-Mer,instance009.txt,Augmented,20,20,0.195331,0.061607,0.133724,0.106683,0.009007,0.4000,0.7581
SG-Ter-Mer,instance009.txt,Matrix-only,20,20,0.174888,0.024237,0.150650,0.125830,0.010453,0.4283,1.4695
SG-Ter-Mer,instance010.txt,Augmented,20,20,0.162883,0.023529,0.139354,0.064554,0.009910,0.4429,1.6014
SG-Ter-Mer,instance010.txt,Matrix-only,20,20,0.193257,0.024525,0.168733,0.155419,0.010511,0.3292,1.6333
SG-Ter-Mer,instance011.txt,Augmented,20,20,0.188219,0.030407,0.157812,0.067478,0.010197,0.5261,1.3951
SG-Ter-Mer,instance011.txt,Matrix-only,20,20,0.181328,0.031430,0.149898,0.148424,0.010449,0.3833,1.4074
SG-Ter-Mer,instance012.txt,Augmented,20,20,0.172660,0.022464,0.150196,0.078638,0.009189,0.2981,1.7781
SG-Ter-Mer,instance012.txt,Matrix-only,20,20,0.198607,0.029559,0.169048,0.079466,0.010322,0.3104,1.2507
SG-Ter-Mer,instance014.txt,Augmented,20,20,0.206308,0.024980,0.181329,0.104918,0.010775,0.2959,1.4111
SG-Ter-Mer,instance014.txt,Matrix-only,20,20,0.236036,0.046812,0.189225,0.152256,0.010025,0.2653,0.8182
SG-Ter-Mer,instance019.txt,Augmented,20,20,0.191530,0.035698,0.155832,0.099541,0.010441,0.3825,1.0513
SG-Ter-Mer,instance019.txt,Matrix-only,20,20,0.238004,0.017032,0.220972,0.158760,0.010379,0.2871,2.0725
SG-Ter-Mer,instance020.txt,Augmented,20,20,0.167153,0.032667,0.134486,0.065939,0.010613,0.3874,1.2565
SG-Ter-Mer,instance020.txt,Matrix-only,20,20,0.218175,0.027318,0.190857,0.102178,0.010088,0.4283,1.2379
SG-Ter-Mer,instance021.txt,Augmented,20,20,0.177062,0.028137,0.148925,0.140953,0.010596,0.2245,1.0259
SG-Ter-Mer,instance021.txt,Matrix-only,20,20,0.224216,0.014631,0.209586,0.126920,0.010572,0.2162,2.6997
SG-Ter-Mer,instance022.txt,Augmented,20,20,0.173061,0.021314,0.151746,0.075245,0.010581,0.4621,0.8378
SG-Ter-Mer,instance022.txt,Matrix-only,20,20,0.195583,0.037516,0.158067,0.103540,0.010125,0.3026,1.2931
SG-Ter-Mer,instance023.txt,Augmented,20,20,0.178427,0.032082,0.146345,0.141697,0.010915,0.2459,1.0309
SG-Ter-Mer,instance023.txt,Matrix-only,20,20,0.220022,0.026422,0.193600,0.103713,0.010750,0.3117,1.1371
SG-Ter-Mer,instance024.txt,Augmented,20,20,0.186417,0.020076,0.166341,0.145979,0.010686,0.2471,1.7005
SG-Ter-Mer,instance024.txt,Matrix-only,20,20,0.204696,0.045569,0.159127,0.149672,0.010425,0.3183,0.8148
SG-Ter-Mer,instance025.txt,Augmented,20,20,0.210311,0.016482,0.193830,0.077412,0.010359,0.2495,2.3246
SG-Ter-Mer,instance025.txt,Matrix-only,20,20,0.202140,0.024684,0.177457,0.157188,0.010166,0.2723,1.3681
SG-Ter-Mer,instance026.txt,Augmented,20,20,0.177064,0.011155,0.165909,0.119702,0.010368,0.3125,1.7229
SG-Ter-Mer,instance026.txt,Matrix-only,20,20,0.169810,0.044854,0.124956,0.076466,0.010212,0.3636,0.9668
SG-Ter-Mer,instance027.txt,Augmented,20,20,0.196203,0.024910,0.171293,0.144127,0.010061,0.3030,1.0366
SG-Ter-Mer,instance027.txt,Matrix-only,20,20,0.219787,0.024132,0.195656,0.160260,0.010260,0.2387,1.5252
SG-Ter-Mer,instance028.txt,Augmented,20,20,0.196199,0.022611,0.173589,0.062244,0.010126,0.3405,1.6177
SG-Ter-Mer,instance028.txt,Matrix-only,20,20,0.210789,0.024486,0.186303,0.070075,0.010334,0.3031,1.5141
SG-Ter-Mer,instance029.txt,Augmented,20,20,0.186807,0.034191,0.152616,0.091531,0.010662,0.3169,1.0693
SG-Ter-Mer,instance029.txt,Matrix-only,20,20,0.193387,0.036396,0.156990,0.119231,0.010272,0.3134,1.2940
SG-Ter-Mer,instance030.txt,Augmented,20,20,0.187016,0.026413,0.160603,0.067744,0.010634,0.2639,1.5889
SG-Ter-Mer,instance030.txt,Matrix-only,20,20,0.174256,0.029159,0.145097,0.120384,0.010313,0.3177,1.3411
SG-Ter-Mer,instance031.txt,Augmented,20,20,0.173056,0.067600,0.105456,0.133298,0.010342,0.4086,0.5954
SG-Ter-Mer,instance031.txt,Matrix-only,20,20,0.184830,0.022374,0.162456,0.159288,0.010049,0.5023,1.2838
SG-Ter-Mer,instance032.txt,Augmented,20,20,0.172348,0.055272,0.117076,0.081328,0.010271,0.3841,0.7999
SG-Ter-Mer,instance032.txt,Matrix-only,20,20,0.220957,0.043536,0.177422,0.030117,0.006101,0.3436,0.9931
SG-Ter-Mer,instance033.txt,Augmented,20,20,0.202570,0.013304,0.189266,0.151186,0.010417,0.4710,2.3482
SG-Ter-Mer,instance033.txt,Matrix-only,20,20,0.242616,0.025828,0.216788,0.082576,0.007240,0.2818,1.5912
SG-Ter-Mer,instance034.txt,Augmented,20,20,0.174934,0.051145,0.123790,0.113483,0.010281,0.2952,0.8102
SG-Ter-Mer,instance034.txt,Matrix-only,20,20,0.177581,0.059537,0.118044,0.115157,0.009498,0.4246,0.6645
SG-Ter-Mer,instance035.txt,Augmented,20,20,0.198692,0.028553,0.170139,0.104661,0.010627,0.3033,1.1455
SG-Ter-Mer,instance035.txt,Matrix-only,20,20,0.192999,0.048572,0.144426,0.066909,0.010620,0.3607,0.7955
SG-Ter-Mer,instance042.txt,Augmented,20,20,0.169558,0.030461,0.139097,0.029640,0.005824,0.3794,1.0808
SG-Ter-Mer,instance042.txt,Matrix-only,20,20,0.190273,0.034255,0.156018,0.131392,0.009937,0.2998,1.3758
SG-Ter-Mer,instance043.txt,Augmented,20,20,0.182168,0.047543,0.134625,0.077633,0.010691,0.3788,0.9412
SG-Ter-Mer,instance043.txt,Matrix-only,20,20,0.214244,0.022766,0.191477,0.116197,0.010335,0.3987,1.3963
SG-Ter-Mer,instance044.txt,Augmented,20,20,0.203387,0.015391,0.187996,0.099532,0.010211,0.2868,2.4615
SG-Ter-Mer,instance044.txt,Matrix-only,20,20,0.184602,0.021642,0.162960,0.141991,0.010326,0.2448,1.5199
SG-Ter-Mer,instance045.txt,Augmented,20,20,0.215701,0.025734,0.189968,0.148655,0.010453,0.3394,1.5142
SG-Ter-Mer,instance045.txt,Matrix-only,20,20,0.188584,0.042654,0.145930,0.072634,0.009972,0.3958,0.9544
SG-Ter-Mer,instance046.txt,Augmented,20,20,0.186295,0.035542,0.150753,0.029644,0.005876,0.4107,1.2825
SG-Ter-Mer,instance046.txt,Matrix-only,20,20,0.187397,0.051297,0.136100,0.127409,0.009891,0.3407,0.9064
SG-Ter-Mer,instance047.txt,Augmented,20,20,0.185598,0.019183,0.166415,0.158494,0.010323,0.2743,2.1511
SG-Ter-Mer,instance047.txt,Matrix-only,20,20,0.199217,0.069037,0.130180,0.072655,0.009830,0.3356,0.5772
SG-Ter-Mer,instance048.txt,Augmented,20,20,0.245385,0.025999,0.219385,0.146110,0.010492,0.2390,0.9954
