class,instance,kernel,reps_sa,reps_flat,median_sa_s,median_flat_s,median_diff_s,min_sa_s,min_flat_s,cv_sa,cv_flat,rel_iqr_sa,rel_iqr_flat,meta_sa_s,meta_flat_s,diag_sa_s,diag_flat_s,apply_sa_s,apply_flat_s,cached_sa_s,cached_flat_s
Simple,caso35e.txt,Matrix-only,20,20,0.008749,0.001490,0.007258,0.008525,0.001386,0.0157,0.0681,0.0052,0.0582,0.007133,0.000073,0.000693,0.000708,0.000892,0.000656,0.001601,0.001366
Simple,caso35f.txt,Augmented,20,20,0.008551,0.001491,0.007059,0.008382,0.001403,0.0122,0.1099,0.0143,0.0714,0.007107,0.000073,0.000662,0.000705,0.000715,0.000651,0.001371,0.001367
Simple,caso35f.txt,Matrix-only,20,20,0.008665,0.001439,0.007226,0.008447,0.001380,0.0131,0.0473,0.0138,0.0751,0.007064,0.000073,0.000650,0.000649,0.000844,0.000647,0.001486,0.001312
Simple,caso42a.txt,Augmented,20,20,0.008533,0.001459,0.007073,0.008375,0.001395,0.0145,0.0920,0.0270,0.1146,0.007100,0.000073,0.000649,0.000684,0.000704,0.000648,0.001357,0.001330
Simple,caso42a.txt,Matrix-only,20,20,0.008625,0.001430,0.007195,0.008489,0.001359,0.0112,0.0468,0.0126,0.0515,0.007049,0.000072,0.000649,0.000639,0.000880,0.000645,0.001527,0.001308
Simple,caso42b.txt,Augmented,20,20,0.008433,0.001408,0.007025,0.008362,0.001392,0.0114,0.0234,0.0077,0.0327,0.007013,0.000072,0.000650,0.000631,0.000711,0.000650,0.001362,0.001287
Simple,caso42b.txt,Matrix-only,20,20,0.008647,0.001437,0.007210,0.008533,0.001379,0.0267,0.0627,0.0186,0.0484,0.007045,0.000073,0.000655,0.000655,0.000890,0.000646,0.001540,0.001312
Simple,caso42c.txt,Augmented,20,20,0.008528,0.001414,0.007114,0.008346,0.001373,0.0165,0.0598,0.0173,0.0466,0.007090,0.000073,0.000656,0.000633,0.000705,0.000647,0.001360,0.001277
Simple,caso42c.txt,Matrix-only,20,20,0.008836,0.001552,0.007284,0.008530,0.001369,0.0886,0.1829,0.0254,0.1519,0.007159,0.000075,0.000706,0.000720,0.000908,0.000650,0.001622,0.001383
Simple,caso42d.txt,Augmented,20,20,0.008491,0.001412,0.007079,0.008360,0.001372,0.0114,0.0970,0.0157,0.0347,0.007070,0.000073,0.000649,0.000644,0.000713,0.000644,0.001366,0.001287
Simple,caso42d.txt,Matrix-only,20,20,0.008662,0.001405,0.007257,0.008467,0.001373,0.0181,0.0254,0.0273,0.0308,0.007073,0.000072,0.000650,0.000643,0.000875,0.000640,0.001533,0.001278
Simple,caso42e.txt,Augmented,20,20,0.008449,0.001415,0.007034,0.008337,0.001366,0.0272,0.0441,0.0165,0.0498,0.007050,0.000073,0.000646,0.000650,0.000706,0.000644,0.001353,0.001296
Simple,caso42e.txt,Matrix-only,20,20,0.008680,0.001461,0.007220,0.008461,0.001383,0.0321,0.1128,0.0264,0.1211,0.007087,0.000074,0.000654,0.000650,0.000877,0.000651,0.001533,0.001320
Simple,caso42f.txt,Augmented,20,20,0.008575,0.001593,0.006982,0.008417,0.001408,0.0868,0.1700,0.0185,0.1535,0.007105,0.000076,0.000701,0.000773,0.000720,0.000656,0.001421,0.001465
Simple,caso42f.txt,Matrix-only,20,20,0.008702,0.001470,0.007232,0.008480,0.001382,0.0133,0.0377,0.0157,0.0382,0.007082,0.000073,0.000676,0.000699,0.000880,0.000651,0.001557,0.001347
Simple,caso43a.txt,Augmented,20,20,0.008479,0.001482,0.006998,0.008315,0.001404,0.0100,0.0692,0.0118,0.0818,0.007060,0.000074,0.000645,0.000703,0.000708,0.000651,0.001357,0.001349
Simple,caso43a.txt,Matrix-only,20,20,0.008685,0.001470,0.007215,0.008516,0.001384,0.0119,0.0348,0.0130,0.0706,0.007063,0.000075,0.000655,0.000679,0.000881,0.000648,0.001535,0.001340
Simple,caso43b.txt,Augmented,20,20,0.008472,0.001428,0.007043,0.008330,0.001386,0.0102,0.0435,0.0152,0.0390,0.007043,0.000074,0.000658,0.000660,0.000701,0.000646,0.001365,0.001302
Simple,caso43b.txt,Matrix-only,20,20,0.008704,0.001526,0.007177,0.008497,0.001413,0.0120,0.0490,0.0156,0.0830,0.007084,0.000075,0.000679,0.000744,0.000889,0.000657,0.001577,0.001400
Simple,caso43c.txt,Augmented,20,20,0.008540,0.001477,0.007063,0.008369,0.001384,0.0142,0.0491,0.0144,0.0517,0.007076,0.000074,0.000704,0.000695,0.000719,0.000653,0.001429,0.001351
Simple,caso43c.txt,Matrix-only,20,20,0.008656,0.001453,0.007203,0.008442,0.001388,0.0132,0.0377,0.0160,0.0676,0.007070,0.000075,0.000689,0.000648,0.000911,0.000645,0.001604,0.001327
Simple,caso43d.txt,Augmented,20,20,0.008529,0.001487,0.007042,0.008379,0.001382,0.0206,0.0564,0.0160,0.0760,0.007079,0.000075,0.000665,0.000699,0.000714,0.000650,0.001379,0.001355
Simple,caso43d.txt,Matrix-only,20,20,0.008672,0.001476,0.007196,0.008551,0.001399,0.0096,0.0338,0.0134,0.0554,0.007058,0.000074,0.000667,0.000688,0.000882,0.000650,0.001544,0.001341
Simple,caso43e.txt,Augmented,20,20,0.008512,0.001520,0.006992,0.008353,0.001389,0.0113,0.0421,0.0154,0.0544,0.007077,0.000075,0.000664,0.000718,0.000712,0.000661,0.001378,0.001391
Simple,caso43e.txt,Matrix-only,20,20,0.008647,0.001473,0.007174,0.008532,0.001397,0.0112,0.0430,0.0206,0.0569,0.007048,0.000074,0.000661,0.000703,0.000860,0.000646,0.001533,0.001345
Simple,caso43f.txt,Augmented,20,20,0.008565,0.001522,0.007043,0.008456,0.001421,0.0116,0.0414,0.0153,0.0645,0.007118,0.000074,0.000703,0.000735,0.000725,0.000661,0.001430,0.001399
Simple,caso43f.txt,Matrix-only,20,20,0.008799,0.001567,0.007232,0.008573,0.001401,0.1463,0.1728,0.1087,0.1347,0.007106,0.000076,0.000717,0.000772,0.000928,0.000654,0.001646,0.001434
Simple,caso44a.txt,Augmented,20,20,0.008606,0.001574,0.007032,0.008448,0.001393,0.0755,0.0607,0.0087,0.0633,0.007078,0.000073,0.000729,0.000765,0.000732,0.000662,0.001464,0.001449
Simple,caso44a.txt,Matrix-only,20,20,0.008557,0.001417,0.007139,0.008440,0.001353,0.0153,0.0472,0.0195,0.0713,0.006988,0.000073,0.000646,0.000645,0.000846,0.000645,0.001486,0.001296
Simple,caso44b.txt,Augmented,20,20,0.008482,0.001432,0.007050,0.008284,0.001367,0.0581,0.0791,0.0165,0.0628,0.007053,0.000073,0.000648,0.000664,0.000702,0.000643,0.001344,0.001308
Simple,caso44b.txt,Matrix-only,20,20,0.008743,0.001514,0.007229,0.008522,0.001387,0.0310,0.0546,0.0191,0.0732,0.007050,0.000073,0.000707,0.000732,0.000913,0.000650,0.001629,0.001387
Simple,caso44c.txt,Augmented,20,20,0.008526,0.001432,0.007095,0.008350,0.001376,0.0740,0.3364,0.0170,0.1037,0.007065,0.000073,0.000708,0.000659,0.000723,0.000648,0.001429,0.001305
Simple,caso44c.txt,Matrix-only,20,20,0.008582,0.001401,0.007181,0.008457,0.001352,0.0099,0.0325,0.0182,0.0363,0.007004,0.000072,0.000647,0.000615,0.000833,0.000645,0.001483,0.001268
Simple,caso44d.txt,Augmented,20,20,0.008376,0.001388,0.006988,0.008289,0.001357,0.0056,0.0415,0.0063,0.0687,0.006978,0.000072,0.000641,0.000624,0.000696,0.000640,0.001340,0.001261
Simple,caso44d.txt,Matrix-only,20,20,0.008577,0.001391,0.007187,0.008449,0.001367,0.0768,0.0339,0.0123,0.0351,0.007000,0.000072,0.000649,0.000626,0.000876,0.000643,0.001524,0.001269
Simple,caso44e.txt,Augmented,20,20,0.008647,0.001508,0.007139,0.008321,0.001382,0.1028,0.1142,0.0359,0.1647,0.007144,0.000073,0.000719,0.000722,0.000727,0.000661,0.001447,0.001377
Simple,caso44e.txt,Matrix-only,20,20,0.008604,0.001392,0.007213,0.008515,0.001354,0.0114,0.0533,0.0114,0.0233,0.007046,0.000072,0.000651,0.000626,0.000885,0.000644,0.001537,0.001273
Simple,caso44f.txt,Augmented,20,20,0.008448,0.001404,0.007043,0.008349,0.001377,0.0436,0.0625,0.0200,0.0743,0.007041,0.000072,0.000652,0.000639,0.000716,0.000649,0.001369,0.001286
Simple,caso44f.txt,Matrix-only,20,20,0.008695,0.001477,0.007218,0.008460,0.001360,0.0130,0.0907,0.0140,0.1135,0.007079,0.000073,0.000649,0.000704,0.000879,0.000656,0.001539,0.001356
Simple,caso45a.txt,Augmented,20,20,0.008429,0.001420,0.007009,0.008333,0.001357,0.0078,0.0663,0.0099,0.0577,0.007014,0.000072,0.000649,0.000654,0.000711,0.000647,0.001362,0.001302
Simple,caso45a.txt,Matrix-only,20,20,0.008577,0.001402,0.007175,0.008442,0.001370,0.0140,0.0469,0.0224,0.0397,0.006971,0.000072,0.000653,0.000631,0.000883,0.000645,0.001530,0.001283
Simple,caso45b.txt,Augmented,20,20,0.008383,0.001433,0.006951,0.008232,0.001350,0.0176,0.0833,0.0292,0.1286,0.006974,0.000072,0.000648,0.000663,0.000703,0.000650,0.001348,0.001311
Simple,caso45b.txt,Matrix-only,20,20,0.008715,0.001569,0.007146,0.008455,0.001385,0.0984,0.1107,0.0291,0.0486,0.007040,0.000073,0.000709,0.000780,0.000918,0.000657,0.001626,0.001443
Simple,caso45c.txt,Augmented,20,20,0.008747,0.001548,0.007199,0.008402,0.001397,0.1590,0.1288,0.3221,0.1861,0.007252,0.000074,0.000738,0.000764,0.000734,0.000655,0.001464,0.001420
Simple,caso45c.txt,Matrix-only,20,20,0.008596,0.001422,0.007175,0.008484,0.001378,0.0475,0.0735,0.0207,0.0754,0.007010,0.000072,0.000651,0.000656,0.000880,0.000649,0.001537,0.001298
Simple,caso45d.txt,Augmented,20,20,0.008459,0.001437,0.007022,0.008361,0.001363,0.0117,0.0515,0.0180,0.0408,0.007040,0.000072,0.000656,0.000667,0.000713,0.000651,0.001373,0.001318
Simple,caso45d.txt,Matrix-only,20,20,0.008563,0.001420,0.007142,0.008463,0.001366,0.0153,0.0369,0.0100,0.0467,0.007003,0.000072,0.000649,0.000638,0.000880,0.000645,0.001529,0.001299
Simple,caso45e.txt,Augmented,20,20,0.008417,0.001388,0.007029,0.008273,0.001365,0.0149,0.0616,0.0140,0.0311,0.007006,0.000072,0.000647,0.000623,0.000708,0.000646,0.001354,0.001268
Simple,caso45e.txt,Matrix-only,20,20,0.008549,0.001434,0.007115,0.008427,0.001371,0.0154,0.0421,0.0272,0.0339,0.007013,0.000072,0.000647,0.000664,0.000880,0.000646,0.001531,0.001312
Simple,caso45f.txt,Augmented,20,20,0.008500,0.001467,0.007033,0.008304,0.001349,0.0156,0.0787,0.0150,0.0869,0.007042,0.000072,0.000678,0.000686,0.000718,0.000653,0.001412,0.001339
Simple,caso45f.txt,Matrix-only,20,20,0.008577,0.001378,0.007198,0.008467,0.001352,0.0108,0.0218,0.0087,0.0083,0.007008,0.000071,0.000648,0.000618,0.000875,0.000643,0.001522,0.001261
Simple,caso46a.txt,Augmented,20,20,0.008388,0.001406,0.006982,0.008244,0.001372,0.0121,0.0379,0.0153,0.0392,0.006955,0.000072,0.000650,0.000635,0.000711,0.000648,0.001361,0.001285
Simple,caso46a.txt,Matrix-only,20,20,0.008511,0.001382,0.007129,0.008382,0.001365,0.0083,0.0119,0.0085,0.0061,0.006961,0.000071,0.000645,0.000621,0.000874,0.000641,0.001521,0.001262
Simple,caso46b.txt,Augmented,20,20,0.008378,0.001386,0.006992,0.008255,0.001373,0.0083,0.0262,0.0093,0.0084,0.006935,0.000071,0.000648,0.000621,0.000710,0.000646,0.001361,0.001270
Simple,caso46b.txt,Matrix-only,20,20,0.008513,0.001389,0.007124,0.008414,0.001351,0.0145,0.0857,0.0168,0.0193,0.006944,0.000071,0.000649,0.000620,0.000878,0.000647,0.001526,0.001272
Simple,caso46c.txt,Augmented,20,20,0.008317,0.001386,0.006931,0.008279,0.001375,0.0054,0.0120,0.0097,0.0090,0.006918,0.000071,0.000648,0.000622,0.000708,0.000646,0.001358,0.001268
Simple,caso46c.txt,Matrix-only,20,20,0.008503,0.001387,0.007115,0.008361,0.001369,0.0066,0.0284,0.0079,0.0140,0.006935,0.000071,0.000646,0.000621,0.000873,0.000646,0.001522,0.001268
Simple,caso46d.txt,Augmented,20,20,0.008343,0.001386,0.006958,0.008239,0.001378,0.0086,0.0099,0.0122,0.0058,0.006932,0.000071,0.000649,0.000623,0.000707,0.000643,0.001355,0.001269
Simple,caso46d.txt,Matrix-only,20,20,0.008542,0.001395,0.007147,0.008425,0.001368,0.0186,0.0464,0.0255,0.0524,0.006959,0.000071,0.000649,0.000621,0.000880,0.000649,0.001527,0.001277
Simple,caso46e.txt,Augmented,20,20,0.008381,0.001427,0.006954,0.008238,0.001373,0.0207,0.0457,0.0202,0.0725,0.006983,0.000072,0.000651,0.000658,0.000710,0.000650,0.001365,0.001307
Simple,caso46e.txt,Matrix-only,20,20,0.008724,0.001495,0.007229,0.008434,0.001385,0.0160,0.0599,0.0245,0.0706,0.007050,0.000073,0.000676,0.000708,0.000896,0.000650,0.001569,0.001370
Simple,caso46f.txt,Augmented,20,20,0.008460,0.001482,0.006978,0.008239,0.001390,0.0135,0.0936,0.0170,0.0837,0.007005,0.000073,0.000662,0.000710,0.000713,0.000651,0.001369,0.001357
Simple,caso46f.txt,Matrix-only,20,20,0.008551,0.001420,0.007131,0.008425,0.001354,0.0137,0.0474,0.0130,0.0702,0.006985,0.000073,0.000647,0.000652,0.000848,0.000644,0.001509,0.001298
Simple,caso47a.txt,Augmented,20,20,0.008424,0.001476,0.006948,0.008237,0.001373,0.0270,0.1030,0.0274,0.1176,0.006984,0.000073,0.000638,0.000689,0.000695,0.000649,0.001335,0.001350
Simple,caso47a.txt,Matrix-only,20,20,0.008528,0.001407,0.007121,0.008365,0.001353,0.0118,0.1364,0.0143,0.0586,0.006945,0.000074,0.000655,0.000631,0.000881,0.000640,0.001527,0.001288
Simple,caso47b.txt,Augmented,20,20,0.008353,0.001437,0.006916,0.008268,0.001358,0.0099,0.0483,0.0080,0.0412,0.006960,0.000073,0.000640,0.000642,0.000707,0.000650,0.001345,0.001316
Simple,caso47b.txt,Matrix-only,20,20,0.008530,0.001383,0.007147,0.008365,0.001350,0.0097,0.0697,0.0143,0.1053,0.006963,0.000073,0.000641,0.000619,0.000861,0.000645,0.001513,0.001261
Simple,caso47c.txt,Augmented,20,20,0.008301,0.001378,0.006923,0.008229,0.001347,0.0069,0.0183,0.0058,0.0133,0.006910,0.000071,0.000640,0.000614,0.000709,0.000646,0.001350,0.001260
Simple,caso47c.txt,Matrix-only,20,20,0.008469,0.001381,0.007088,0.008399,0.001342,0.0089,0.0203,0.0138,0.0092,0.006897,0.000071,0.000641,0.000615,0.000877,0.000643,0.001519,0.001260
Simple,caso47d.txt,Augmented,20,20,0.008370,0.001400,0.006971,0.008257,0.001347,0.0199,0.0368,0.0203,0.0368,0.006974,0.000072,0.000641,0.000620,0.000706,0.000645,0.001349,0.001266
Simple,caso47d.txt,Matrix-only,20,20,0.008476,0.001373,0.007103,0.008387,0.001360,0.0077,0.0147,0.0118,0.0084,0.006925,0.000071,0.000639,0.000612,0.000871,0.000643,0.001511,0.001255
Simple,caso47e.txt,Augmented,20,20,0.008358,0.001386,0.006972,0.008254,0.001362,0.0077,0.0261,0.0094,0.0082,0.006952,0.000072,0.000643,0.000616,0.000708,0.000650,0.001352,0.001267
Simple,caso47e.txt,Matrix-only,20,20,0.008490,0.001380,0.007110,0.008399,0.001353,0.0185,0.0159,0.0115,0.0157,0.006926,0.000072,0.000640,0.000615,0.000873,0.000644,0.001513,0.001259
Simple,caso47f.txt,Augmented,20,20,0.008310,0.001380,0.006929,0.008237,0.001354,0.0070,0.0225,0.0084,0.0151,0.006916,0.000072,0.000641,0.000614,0.000710,0.000647,0.001351,0.001262
Simple,caso47f.txt,Matrix-only,20,20,0.008491,0.001385,0.007106,0.008394,0.001354,0.0090,0.0196,0.0148,0.0225,0.006943,0.000072,0.000640,0.000616,0.000874,0.000645,0.001516,0.001266
Simple,caso48a.txt,Augmented,20,20,0.008381,0.001387,0.006994,0.008307,0.001358,0.0345,0.0167,0.0106,0.0126,0.006983,0.000072,0.000645,0.000620,0.000710,0.000644,0.001354,0.001269
Simple,caso48a.txt,Matrix-only,20,20,0.008546,0.001382,0.007165,0.008468,0.001368,0.0074,0.0180,0.0081,0.0191,0.006969,0.000072,0.000644,0.000617,0.000877,0.000641,0.001522,0.001261
Simple,caso48b.txt,Augmented,20,20,0.008399,0.001388,0.007011,0.008262,0.001364,0.0097,0.0412,0.0091,0.0102,0.006997,0.000072,0.000645,0.000620,0.000711,0.000648,0.001357,0.001267
Simple,caso48b.txt,Matrix-only,20,20,0.008497,0.001378,0.007119,0.008403,0.001362,0.0468,0.0736,0.0109,0.0117,0.006945,0.000072,0.000643,0.000616,0.000875,0.000644,0.001519,0.001260
Simple,caso48c.txt,Augmented,20,20,0.008384,0.001379,0.007005,0.008272,0.001371,0.0083,0.0724,0.0122,0.0081,0.006978,0.000072,0.000646,0.000616,0.000710,0.000645,0.001357,0.001262
Simple,caso48c.txt,Matrix-only,20,20,0.008512,0.001381,0.007131,0.008414,0.001348,0.0313,0.0184,0.0063,0.0071,0.006955,0.000072,0.000643,0.000617,0.000876,0.000643,0.001520,0.001262
Simple,caso48d.txt,Augmented,20,20,0.008411,0.001378,0.007032,0.008343,0.001354,0.0065,0.0196,0.0086,0.0116,0.007009,0.000072,0.000644,0.000614,0.000711,0.000643,0.001356,0.001261
Simple,caso48d.txt,Matrix-only,20,20,0.008532,0.001374,0.007158,0.008409,0.001365,0.0063,0.0090,0.0058,0.0060,0.006970,0.000072,0.000643,0.000615,0.000875,0.000640,0.001518,0.001257
Simple,caso48e.txt,Augmented,20,20,0.008370,0.001384,0.006986,0.008342,0.001352,0.0066,0.0298,0.0072,0.0149,0.006969,0.000072,0.000643,0.000621,0.000709,0.000644,0.001355,0.001266
Simple,caso48e.txt,Matrix-only,20,20,0.008555,0.001378,0.007177,0.008436,0.001360,0.0079,0.0164,0.0073,0.0126,0.006978,0.000072,0.000642,0.000614,0.000874,0.000643,0.001518,0.001263
Simple,caso48f.txt,Augmented,20,20,0.008430,0.001415,0.007015,0.008327,0.001361,0.0348,0.0369,0.0156,0.0500,0.007020,0.000072,0.000644,0.000632,0.000710,0.000641,0.001356,0.001273
Simple,caso48f.txt,Matrix-only,20,20,0.008547,0.001387,0.007160,0.008437,0.001360,0.0077,0.0263,0.0116,0.0223,0.006996,0.000073,0.000644,0.000620,0.000870,0.000644,0.001518,0.001264
SG-Ter-Mer,instance001.txt,Augmented,20,20,0.005396,0.001015,0.004381,0.005291,0.000971,0.0106,0.0380,0.0135,0.0617,0.004414,0.000051,0.000464,0.000430,0.000451,0.000485,0.000917,0.000915
SG-Ter-Mer,instance001.txt,Matrix-only,20,20,0.005470,0.000980,0.004490,0.005378,0.000959,0.0081,0.0193,0.0090,0.0190,0.004413,0.000050,0.000463,0.000413,0.000548,0.000469,0.001011,0.000884
SG-Ter-Mer,instance002.txt,Augmented,20,20,0.005376,0.001001,0.004375,0.005309,0.000987,0.0092,0.0428,0.0102,0.0189,0.004408,0.000051,0.000465,0.000413,0.000452,0.000487,0.000916,0.000899
SG-Ter-Mer,instance002.txt,Matrix-only,20,20,0.005495,0.000982,0.004513,0.005386,0.000971,0.0095,0.0185,0.0093,0.0238,0.004420,0.000050,0.000460,0.000416,0.000548,0.000466,0.001011,0.000886
SG-Ter-Mer,instance003.txt,Augmented,20,20,0.005338,0.000993,0.004345,0.005289,0.000975,0.0073,0.0170,0.0092,0.0171,0.004380,0.000050,0.000462,0.000411,0.000455,0.000485,0.000917,0.000897
SG-Ter-Mer,instance003.txt,Matrix-only,20,20,0.005526,0.001022,0.004504,0.005397,0.000969,0.0162,0.0767,0.0153,0.0883,0.004431,0.000051,0.000473,0.000452,0.000565,0.000469,0.001043,0.000919
SG-Ter-Mer,instance004.txt,Augmented,20,20,0.005365,0.000994,0.004372,0.005273,0.000986,0.0079,0.0210,0.0128,0.0182,0.004402,0.000051,0.000461,0.000412,0.000452,0.000483,0.000913,0.000895
SG-Ter-Mer,instance004.txt,Matrix-only,20,20,0.005458,0.000976,0.004482,0.005404,0.000966,0.0071,0.0205,0.0093,0.0182,0.004405,0.000050,0.000461,0.000410,0.000548,0.000469,0.001011,0.000881
SG-Ter-Mer,instance005.txt,Augmented,20,20,0.005389,0.001002,0.004387,0.005302,0.000968,0.0114,0.0820,0.0102,0.0532,0.004424,0.000051,0.000460,0.000416,0.000452,0.000479,0.000914,0.000897
SG-Ter-Mer,instance005.txt,Matrix-only,20,20,0.005494,0.000994,0.004501,0.005414,0.000965,0.0109,0.0292,0.0099,0.0455,0.004427,0.000051,0.000464,0.000423,0.000551,0.000466,0.001010,0.000893
SG-Ter-Mer,instance009.txt,Augmented,20,20,0.005356,0.000993,0.004363,0.005272,0.000981,0.0209,0.0193,0.0144,0.0133,0.004401,0.000050,0.000462,0.000412,0.000452,0.000485,0.000915,0.000897
SG-Ter-Mer,instance009.txt,Matrix-only,20,20,0.005469,0.000990,0.004479,0.005393,0.000962,0.0180,0.0570,0.0235,0.0279,0.004420,0.000051,0.000462,0.000423,0.000551,0.000465,0.001012,0.000891
SG-Ter-Mer,instance010.txt,Augmented,20,20,0.005355,0.000989,0.004366,0.005319,0.000978,0.0076,0.0104,0.0095,0.0064,0.004387,0.000050,0.000462,0.000411,0.000454,0.000482,0.000916,0.000893
SG-Ter-Mer,instance010.txt,Matrix-only,20,20,0.005445,0.000973,0.004472,0.005395,0.000961,0.0074,0.0355,0.0102,0.0142,0.004399,0.000050,0.000460,0.000410,0.000545,0.000466,0.001004,0.000875
SG-Ter-Mer,instance011.txt,Augmented,20,20,0.005387,0.000993,0.004394,0.005311,0.000986,0.0079,0.0167,0.0055,0.0088,0.004413,0.000050,0.000461,0.000410,0.000454,0.000484,0.000916,0.000895
SG-Ter-Mer,instance011.txt,Matrix-only,20,20,0.005485,0.000979,0.004506,0.005373,0.000958,0.0129,0.0264,0.0142,0.0298,0.004431,0.000051,0.000464,0.000412,0.000551,0.000467,0.001013,0.000883
SG-Ter-Mer,instance012.txt,Augmented,20,20,0.005374,0.000991,0.004383,0.005293,0.000969,0.0062,0.0117,0.0063,0.0071,0.004412,0.000050,0.000460,0.000411,0.000452,0.000483,0.000913,0.000894
SG-Ter-Mer,instance012.txt,Matrix-only,20,20,0.005460,0.000980,0.004480,0.005402,0.000964,0.0098,0.0190,0.0093,0.0242,0.004412,0.000050,0.000461,0.000411,0.000547,0.000471,0.001008,0.000882
SG-Ter-Mer,instance014.txt,Augmented,20,20,0.005323,0.000988,0.004335,0.005231,0.000970,0.0099,0.0156,0.0136,0.0083,0.004362,0.000050,0.000460,0.000410,0.000448,0.000480,0.000908,0.000891
SG-Ter-Mer,instance014.txt,Matrix-only,20,20,0.005417,0.000977,0.004440,0.005353,0.000959,0.0071,0.0361,0.0080,0.0087,0.004373,0.000050,0.000458,0.000411,0.000548,0.000465,0.001006,0.000878
SG-Ter-Mer,instance019.txt,Augmented,20,20,0.005355,0.000992,0.004364,0.005290,0.000979,0.0061,0.0170,0.0103,0.0086,0.004395,0.000050,0.000462,0.000410,0.000450,0.000484,0.000912,0.000895
SG-Ter-Mer,instance019.txt,Matrix-only,20,20,0.005452,0.000972,0.004480,0.005393,0.000964,0.0073,0.0114,0.0086,0.0047,0.004396,0.000050,0.000461,0.000410,0.000550,0.000466,0.001011,0.000876
SG-Ter-Mer,instance020.txt,Augmented,20,20,0.005366,0.000993,0.004373,0.005306,0.000983,0.0057,0.0253,0.0064,0.0089,0.004406,0.000050,0.000461,0.000409,0.000451,0.000484,0.000914,0.000895
SG-Ter-Mer,instance020.txt,Matrix-only,20,20,0.005453,0.000974,0.004479,0.005393,0.000970,0.0073,0.0145,0.0115,0.0090,0.004397,0.000051,0.000460,0.000410,0.000547,0.000466,0.001009,0.000877
SG-Ter-Mer,instance021.txt,Augmented,20,20,0.005364,0.000990,0.004374,0.005293,0.000980,0.0071,0.0190,0.0111,0.0060,0.004398,0.000050,0.000462,0.000410,0.000452,0.000483,0.000914,0.000894
SG-Ter-Mer,instance021.txt,Matrix-only,20,20,0.005445,0.000975,0.004470,0.005397,0.000963,0.0049,0.0134,0.0086,0.0125,0.004390,0.000051,0.000460,0.000412,0.000549,0.000466,0.001008,0.000879
SG-Ter-Mer,instance022.txt,Augmented,20,20,0.005339,0.000995,0.004344,0.005301,0.000977,0.0050,0.0170,0.0058,0.0160,0.004391,0.000050,0.000460,0.000410,0.000451,0.000483,0.000911,0.000896
SG-Ter-Mer,instance022.txt,Matrix-only,20,20,0.005449,0.000971,0.004477,0.005383,0.000966,0.0098,0.0178,0.0096,0.0051,0.004398,0.000050,0.000459,0.000409,0.000550,0.000466,0.001009,0.000876
SG-Ter-Mer,instance023.txt,Augmented,20,20,0.005373,0.000994,0.004379,0.005319,0.000984,0.0063,0.0212,0.0063,0.0354,0.004416,0.000050,0.000462,0.000412,0.000452,0.000484,0.000914,0.000897
SG-Ter-Mer,instance023.txt,Matrix-only,20,20,0.005444,0.000976,0.004468,0.005392,0.000957,0.0064,0.0171,0.0101,0.0093,0.004394,0.000050,0.000459,0.000409,0.000545,0.000467,0.001005,0.000877
SG-Ter-Mer,instance024.txt,Augmented,20,20,0.005370,0.000991,0.004378,0.005286,0.000980,0.0077,0.0129,0.0114,0.0070,0.004405,0.000050,0.000462,0.000410,0.000451,0.000483,0.000913,0.000893
SG-Ter-Mer,instance024.txt,Matrix-only,20,20,0.005449,0.000976,0.004474,0.005396,0.000963,0.0063,0.0171,0.0077,0.0134,0.004396,0.000050,0.000460,0.000411,0.000549,0.000466,0.001009,0.000879
SG-Ter-Mer,instance025.txt,Augmented,20,20,0.005376,0.000989,0.004387,0.005287,0.000985,0.0082,0.0048,0.0114,0.0030,0.004421,0.000050,0.000462,0.000411,0.000453,0.000483,0.000916,0.000894
SG-Ter-Mer,instance025.txt,Matrix-only,20,20,0.005451,0.000972,0.004479,0.005391,0.000961,0.0074,0.0120,0.0125,0.0079,0.004399,0.000050,0.000461,0.000411,0.000549,0.000464,0.001011,0.000876
SG-Ter-Mer,instance026.txt,Augmented,20,20,0.005362,0.000990,0.004372,0.005314,0.000980,0.0062,0.0059,0.0088,0.0058,0.004403,0.000050,0.000461,0.000410,0.000453,0.000484,0.000914,0.000893
SG-Ter-Mer,instance026.txt,Matrix-only,20,20,0.005449,0.000976,0.004473,0.005399,0.000969,0.0066,0.0077,0.0077,0.0064,0.004399,0.000050,0.000461,0.000410,0.000547,0.000466,0.001009,0.000878
SG-Ter-Mer,instance027.txt,Augmented,20,20,0.005364,0.000991,0.004373,0.005282,0.000974,0.0086,0.0070,0.0084,0.0069,0.004391,0.000050,0.000461,0.000410,0.000456,0.000484,0.000918,0.000896
SG-Ter-Mer,instance027.txt,Matrix-only,20,20,0.005449,0.000978,0.004472,0.005387,0.000970,0.0057,0.0157,0.0050,0.0085,0.004400,0.000050,0.000460,0.000409,0.000551,0.000468,0.001011,0.000877
SG-Ter-Mer,instance028.txt,Augmented,20,20,0.005346,0.000986,0.004360,0.005289,0.000975,0.0070,0.0149,0.0097,0.0052,0.004393,0.000050,0.000456,0.000404,0.000441,0.000476,0.000897,0.000882
SG-Ter-Mer,instance028.txt,Matrix-only,20,20,0.005432,0.000969,0.004463,0.005365,0.000962,0.0104,0.0146,0.0125,0.0087,0.004405,0.000050,0.000457,0.000405,0.000525,0.000459,0.000981,0.000864
