instancia,variante,status,rc,tiempo_solver_s,gap_pct,objetivo_solver,objetivo_post,status_solver,best_bound,nodos_explorados,iter_simplex,presolve_time_s,rows_cargadas,cols_cargadas,nz_cargados,rows_presolved,cols_presolved,nz_presolved,reduccion_rows_pct,reduccion_cols_pct,reduccion_nz_pct,solver_warnings,solver_warnings_txt,matrix_min,matrix_max,objective_min,objective_max,rhs_min,rhs_max,bounds_min,bounds_max,matrix_range_ratio_vs_base,objective_range_ratio_vs_base,rhs_range_ratio_vs_base,bounds_range_ratio_vs_base,kappa_antes,kappa_despues,rho_antes,rho_despues,tiempo_preprocesamiento_s,tiempo_total_s,speedup_vs_base,speedup_solver_vs_base,speedup_total_vs_base,overhead_preprocesamiento_vs_base,ratio_preproc_solver,gap_delta_vs_base,obj_solver_delta_vs_base,obj_solver_rel_delta_vs_base,obj_post_delta_vs_base,obj_post_rel_delta_vs_base,matrix_kappa_ratio_vs_base,kappa_proxy_ratio,kappa_solver,kappa_solver_exact,kappa_solver_ratio_vs_base,work_units,dettime_ticks,root_gap,root_time,tiempo_determinista,speedup_det_vs_base,primal_integral,kappa_arbol_max,kappa_attention,kappa_stable_frac,kappa_suspicious_frac,kappa_unstable_frac,kappa_illposed_frac,kappa_arbol_max_ratio_vs_base,mip_equivalente,post_factible,solver_max_viol,solver_int_viol,solver_obj_diff,post_max_viol,post_int_viol,verif_solver_avg_viol,verif_solver_p95_viol,verif_solver_p99_viol,verif_solver_max_viol_rel,verif_post_avg_viol,verif_post_p95_viol,verif_post_p99_viol,verif_post_max_viol_rel,verif_solver_max_le,verif_solver_max_ge,verif_solver_max_eq,verif_solver_max_lb,verif_solver_max_ub,verif_solver_max_int,verif_solver_viol_le_count,verif_solver_viol_ge_count,verif_solver_viol_eq_count,verif_solver_viol_lb_count,verif_solver_viol_ub_count,verif_solver_viol_int_count,verif_solver_missing,verif_solver_obj_original,verif_post_max_le,verif_post_max_ge,verif_post_max_eq,verif_post_max_lb,verif_post_max_ub,verif_post_max_int,verif_post_viol_le_count,verif_post_viol_ge_count,verif_post_viol_eq_count,verif_post_viol_lb_count,verif_post_viol_ub_count,verif_post_viol_int_count,verif_post_missing,verif_post_obj_original,obj_original_variante,abs_obj_diff_vs_base,rel_obj_diff_vs_base,sentido_obj_vs_base,best_bound_delta_vs_base,equivalente_vs_base,max_diff_post_csv,diffs_post_csv,csv,csv_post,log
instance001.txt,base,OK,0,43.960530451,0.0,-989879.4735171883,-989879.0,OPTIMAL,-989879.4735171883,28061.0,1052457.0,0.13,10080.0,6120.0,22679.0,8680.0,5624.0,20649.0,13.88888888888889,8.104575163398692,8.951011949380485,3,Model contains large bounds | Model contains large matrix coefficient range | Model contains large rhs,0.0007,10000000000.0,0.0009,100.0,40.0,10000000000.0,1.0,4000000000.0,,,,,,,,,0.0,43.960530451,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,1977274.212838,,,43.5791,,1.56855,3.060911,43.5791,1.0,0.959126958243891,,,,,,,,BASE,BASE,,,,,,3.48821233602637e-09,5.6843418860808e-14,1.28522515296936e-07,1.59161572810262e-12,0.2374949721214,0.0324106940190177,8.40917808739211,7.67160232321584,3.97903932025656e-13,0.0,2.36555933952332e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-989879.473517189,33.5620766271328,0.0,1.7629936337471e-05,0.0,0.0,0.0,518.0,0.0,189.0,0.0,0.0,0.0,0.0,-989879.473517189,,,,,,BASE,0.0,0,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_base.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_base_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance001_base.log
instance001.txt,estructurado,OK,0,9.471175478,0.098257236607477,-989879.4735171869,-989879.0,OPTIMAL,-990852.1017336096,4772.0,50893.0,0.14,10080.0,6120.0,22679.0,8680.0,5624.0,20649.0,13.88888888888889,8.104575163398692,8.951011949380485,1,Model contains large bounds,9e-06,100000.0,0.0009,100.0,10.0,3000000.0,1.0,4000000000.0,0.0007777777777777777,1.0,0.0012,1.0,18380000000000.0,368600000000.0,1.0,1.118,0.049430132,9.520605609999999,4.641507334872336,4.641507334872336,4.617409044318138,0.049430132,0.005219007093134127,-0.098257236607477,1.3969838619232178e-09,1.4112666231571884e-15,0.0,0.0,0.0007777777777777777,0.020054406964091404,21814.0,,0.011032359527255536,8.0,,0.0,3.0,8.0,5.4473875,0.106576262819227,,,,,,,,OK,REVISAR,4.6752393245697e-07,0.0,1.1641532182693481e-10,33.5620766271327,0.0,5.05446085497316e-09,8.5265128291212e-14,1.89989805221558e-07,3.12638803734444e-13,0.237494973011331,0.0324106940190174,8.40917808739223,7.67160232321584,2.27373675443232e-13,0.0,4.6752393245697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-989879.473517187,33.5620766271327,0.0,1.81104987859726e-05,0.0,0.0,0.0,518.0,0.0,191.0,0.0,0.0,0.0,0.0,-989879.473517187,-989879.473517187,1.280568540096283e-09,1.2936610712274226e-15,igual,-972.6282164212316,OK,0.0,0,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_estructurado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_estructurado_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance001_estructurado.log
instance001.txt,estructurado_matricial,OK,0,9.111417073,0.096315723541565,-989879.4735171979,-989879.0,OPTIMAL,-990832.8830943054,2952.0,40480.0,0.13,10080.0,6120.0,22679.0,8680.0,5624.0,20649.0,13.88888888888889,8.104575163398692,8.951011949380485,1,Model contains large bounds,9e-06,100000.0,0.0009,100.0,50.0,40000000.0,1.0,4000000000.0,0.0007777777777777777,1.0,0.0032,1.0,18380000000000.0,5022000000000.0,1.0,1.0,0.050878158,9.162295231,4.824774247385613,4.824774247385613,4.797982311491398,0.050878158,0.005584000555826603,-0.096315723541565,-9.546056389808655e-09,-9.643655258240787e-15,0.0,0.0,0.0007777777777777777,0.2732317736670294,173384.0,,0.08768839388803859,7.0,,0.0,3.0,7.0,6.225585714285714,0.119393935715762,,,,,,,,OK,REVISAR,5.92321157455444e-07,0.0,1.1641532182693481e-10,33.5620766271327,0.0,5.53933963641132e-09,8.5265128291212e-14,2.05673277378079e-07,3.33955085807247e-13,0.237494971949364,0.0324106940190174,8.40917808739209,7.67160232321584,2.27373675443232e-13,0.0,5.92321157455444e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-989879.473517198,33.5620766271327,0.0,1.76336616277695e-05,0.0,0.0,0.0,518.0,0.0,187.0,0.0,0.0,0.0,0.0,-989879.473517198,-989879.473517198,-9.66247171163559e-09,9.761260810170553e-15,igual,-953.4095771170687,OK,0.0,0,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_estructurado_matricial.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_estructurado_matricial_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance001_estructurado_matricial.log
instance001.txt,ruiz,OK,0,68.715073016,0.012339254829017,-989879.4735171827,-989879.0,OPTIMAL,-990001.6172679202,41805.0,1578912.0,0.14,10080.0,6120.0,22679.0,8680.0,5624.0,20650.0,13.88888888888889,8.104575163398692,8.946602583888179,1,Model contains large bounds,9e-06,100000.0,0.0009,100.0,50.0,3000000.0,1.0,4000000000.0,0.0007777777777777777,1.0,0.00024,1.0,18380000000000.0,368600000000.0,1.0,1.118,1.501629704,70.21670272,0.6397509093931105,0.6397509093931105,0.6260694214921972,1.501629704,0.021852988552458527,-0.012339254829017,5.587935447692871e-09,5.6450664926287534e-15,0.0,0.0,0.0007777777777777777,0.020054406964091404,159398.0,,0.08061501989206372,66.0,,2.0,3.0,66.0,0.6602893939393939,0.963438451782402,,,,,,,,OK,REVISAR,5.62518835067749e-07,0.0,2.3283064365386963e-10,33.5620766271328,0.0,5.16976863650605e-09,1.13686837721616e-13,1.89989805221558e-07,2.55795384873636e-13,0.237494973357806,0.0324106940190174,8.4091780873922,7.67160232321586,3.41060513164848e-13,0.0,5.62518835067749e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-989879.473517183,33.5620766271328,0.0,1.76373869180679e-05,0.0,0.0,0.0,518.0,0.0,189.0,0.0,0.0,0.0,0.0,-989879.473517183,-989879.473517183,5.3551048040390015e-09,5.4098553887692215e-15,igual,-122.14375073183328,OK,0.0,0,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_ruiz.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_ruiz_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance001_ruiz.log
instance001.txt,ruiz_columnas,OK,0,176.001344652,1.41e-13,-989879.4735171879,-989879.0,OPTIMAL,-989879.4735171893,41484.0,792023.0,0.07,10080.0,6120.0,22679.0,8680.0,5624.0,20656.0,13.88888888888889,8.104575163398692,8.920146390934345,0,,3e-07,600.0,1.0,400.0,1.0,500.0,0.1,10000.0,0.00014000000000000001,0.0036,2e-06,2.5e-05,18380000000000.0,1954000000.0,1.0,1.118,10.78602954,186.787374192,0.24977383290975017,0.24977383290975017,0.2353506528006153,10.78602954,0.06128379053766185,-1.41e-13,4.656612873077393e-10,4.704222077190628e-16,0.0,0.0,0.00014000000000000001,0.00010631120783460283,256519.0,,0.12973364965490342,143.0,,2.0,4.0,143.0,0.304748951048951,0.783255707770232,,,,,,,,OK,REVISAR,2.00420618057251e-06,0.0,1.1641532182693481e-10,33.5620766271328,0.0,1.41600075170129e-08,9.9475983006414e-14,5.22322952747342e-07,2.8421709430404e-13,0.237494975896802,0.0324106940190177,8.40917808739211,7.67160232321586,2.27373675443232e-13,2.91038304567337e-11,2.00420618057251e-06,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-989879.473517188,33.5620766271328,2.91038304567337e-11,1.78199261426926e-05,0.0,0.0,0.0,518.0,0.0,191.0,0.0,0.0,0.0,0.0,-989879.473517188,-989879.473517188,3.4924596548080444e-10,3.528166557892971e-16,igual,-9.313225746154785e-10,OK,0.0,0,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_ruiz_columnas.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance001_ruiz_columnas_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance001_ruiz_columnas.log
instance002.txt,base,OK,0,101.325061939,0.0,2400390.5530608757,2400390.0,OPTIMAL,2400390.5530608757,14313.0,3335885.0,0.14,10080.0,6120.0,22679.0,8733.0,5611.0,20711.0,13.363095238095237,8.316993464052288,8.677631288857533,3,Model contains large bounds | Model contains large matrix coefficient range | Model contains large rhs,0.0006,10000000000.0,0.001,100.0,40.0,10000000000.0,1.0,4000000000.0,,,,,,,,,0.0,101.325061939,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,7132875.73171,,,110.703948,,0.954702,3.145141,110.703948,1.0,0.80088488916559,,,,,,,,BASE,BASE,,,,,,7.68436339956427e-10,5.6843418860808e-14,2.23517417907715e-08,3.48927518434844e-13,0.100326631347988,1.90921127796105e-09,2.52090016862638,4.06410192996506,3.48927518434844e-13,0.0,2.34693288803101e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400390.55306087,20.4930703286607,0.0,1.07754021883011e-05,0.0,0.0,0.0,195.0,0.0,61.0,0.0,0.0,0.0,0.0,2400390.55306087,,,,,,BASE,0.0,0,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_base.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_base_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance002_base.log
instance002.txt,estructurado,OK,0,78.338421602,0.0,2401013.26403727,2401010.0,OPTIMAL,2401013.26403727,12128.0,1681575.0,0.14,10080.0,6120.0,22679.0,8733.0,5611.0,20711.0,13.363095238095237,8.316993464052288,8.677631288857533,1,Model contains large bounds,8e-06,100000.0,0.001,100.0,10.0,3000000.0,1.0,4000000000.0,0.0007499999999999999,1.0,0.0012,1.0,22530000000000.0,372900000000.0,1.0,1.118,0.049769642,78.388191244,1.2934274123339389,1.2934274123339389,1.2926061991098134,0.049769642,0.0006353158639429285,0.0,622.710976394359,0.0002594206911872339,620.0,0.00025829136098717294,0.0007499999999999999,0.016551264980026632,25770.0,,0.003612848585800615,75.0,,1.0,3.0,75.0,1.47605264,0.700733864958402,,,,,,,,OK,REVISAR,2.96160578727722e-07,0.0,0.0,20.4930703286607,0.0,1.7611081867951e-09,4.2632564145606e-14,4.69572842121108e-08,3.97903932025656e-13,0.10017117697517,1.57029944602972e-13,2.55339569868996,4.06410192996506,7.95807864051312e-13,0.0,2.96160578727722e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401013.26403727,20.4930703286607,0.0,1.07772648334503e-05,0.0,0.0,0.0,191.0,0.0,61.0,0.0,0.0,0.0,0.0,2401013.26403727,2401013.26403727,622.710976394359,0.0002594206911872339,empeora,622.710976394359,DIFIERE,10000000.0,394,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_estructurado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_estructurado_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance002_estructurado.log
instance002.txt,estructurado_matricial,OK,0,80.385599651,1.9e-14,2400390.553060874,2400390.0,OPTIMAL,2400390.5530608734,28212.0,2970408.0,0.14,10080.0,6120.0,22679.0,8733.0,5611.0,20711.0,13.363095238095237,8.316993464052288,8.677631288857533,1,Model contains large bounds,8e-06,100000.0,0.001,100.0,50.0,40000000.0,1.0,4000000000.0,0.0007499999999999999,1.0,0.0032,1.0,22530000000000.0,4481000000000.0,1.0,1.0,0.0522829,80.437882551,1.2604877288831606,1.2604877288831606,1.2596684388696695,0.0522829,0.0006504013184822911,-1.9e-14,-1.862645149230957e-09,-7.759758706164675e-16,0.0,0.0,0.0007499999999999999,0.19889036839769197,527525.0,,0.07395684711775201,89.0,,1.0,4.0,89.0,1.243864584269663,0.819602294575379,,,,,,,,OK,REVISAR,4.91738319396973e-07,0.0,3.725290298461914e-09,32.1237019145412,0.0,1.20037708432775e-09,4.2632564145606e-14,2.83308327198012e-08,2.70006239588838e-13,0.0958065841156382,2.08100203735735e-13,2.20357926936329,6.370641238952,7.95807864051312e-13,0.0,4.91738319396973e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400390.55306087,32.1237019145412,0.0,1.65160745382309e-05,0.0,0.0,0.0,187.0,0.0,60.0,0.0,0.0,0.0,0.0,2400390.55306087,2400390.55306087,-5.587935447692871e-09,2.3279276118494027e-15,igual,-2.3283064365386963e-09,DIFIERE,13740000.0,514,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_estructurado_matricial.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_estructurado_matricial_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance002_estructurado_matricial.log
instance002.txt,ruiz,OK,0,99.042443493,0.0,2402942.6822919417,2402940.0,OPTIMAL,2402942.6822919417,25108.0,2727815.0,0.15,10080.0,6120.0,22679.0,8733.0,5611.0,20709.0,13.363095238095237,8.316993464052288,8.686450019842145,1,Model contains large bounds,8e-06,100000.0,0.001,100.0,50.0,3000000.0,1.0,4000000000.0,0.0007499999999999999,1.0,0.00024,1.0,22530000000000.0,372900000000.0,1.0,1.118,1.513854089,100.556297582,1.023046871275559,1.023046871275559,1.007645113985756,1.513854089,0.015284902468172592,0.0,2552.1292310659774,0.0010632141623002187,2550.0,0.0010623273718020822,0.0007499999999999999,0.016551264980026632,7159145.0,,1.0036828439577627,115.0,,1.0,4.0,115.0,0.9626430260869565,0.841686285535767,,,,,,,,OK,REVISAR,4.76837158203125e-07,0.0,1.862645149230957e-09,20.4930703286605,0.0,2.04373932630792e-09,5.6843418860808e-14,4.4703483581543e-08,3.12638803734444e-13,0.100058173648278,1.70530256582424e-13,2.38278638596738,9.27758642458471,1.70530256582424e-13,0.0,4.76837158203125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402942.68229194,20.4930703286605,0.0,2.51643359661102e-05,0.0,0.0,0.0,191.0,0.0,61.0,0.0,0.0,0.0,0.0,2402942.68229194,2402942.68229194,2552.1292310641147,0.0010632141622994426,empeora,2552.1292310659774,DIFIERE,10000000.0,411,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_ruiz.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_ruiz_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance002_ruiz.log
instance002.txt,ruiz_columnas,OK,0,150.103686488,0.053557087696629,2401328.557732123,2401330.0,OPTIMAL,2400042.476090574,25026.0,678043.0,0.07,10080.0,6120.0,22679.0,8733.0,5611.0,20721.0,13.363095238095237,8.316993464052288,8.633537633934477,0,,3e-07,600.0,1.0,500.0,1.0,500.0,0.2,10000.0,0.00011999999999999999,0.005,2e-06,1.25e-05,22530000000000.0,1777000000.0,1.0,1.118,11.04415252,161.147839008,0.6750338003663914,0.6750338003663914,0.6287708390180139,11.04415252,0.07357682398348639,-0.053557087696629,938.0046712472104,0.00039077168923661477,940.0,0.00039160303117410087,0.00011999999999999999,7.887261429205504e-05,7897214.0,,1.1071570986288248,122.0,,1.0,9.0,122.0,0.9074094098360656,0.603933055881326,,,,,,,,OK,REVISAR,9.62987542152405e-07,0.0,2.7939677238464355e-09,20.7810468172403,0.0,6.39868837326849e-09,5.6843418860808e-14,2.47731804847717e-07,4.54747350886464e-13,0.101334826790219,9.31322574615479e-09,2.65253788402663,4.121212249905,1.70530256582424e-13,0.0,9.62987542152405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401328.55773212,20.7810468172403,2.91038304567337e-11,1.09300017356873e-05,0.0,0.0,0.0,196.0,0.0,62.0,0.0,0.0,0.0,0.0,2401328.55773212,2401328.55773212,938.0046712444164,0.00039077168923545077,empeora,-348.0769703015685,DIFIERE,11600000.0,546,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_ruiz_columnas.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/resultados/instance002_ruiz_columnas_postprocesado.csv,/clusteruy/home/mathiasr/generator-aware-row-scaling/results-revision/r1-internal-scaling/sgtm-gurobi-01pct/aware-default/logs/instance002_ruiz_columnas.log
